source,target,category,num_paths,selected
9,55,P0,20,1
9,56,P0,21,1
9,58,P0,20,1
9,59,P0,20,1
9,64,P13,20,0
9,66,P13,20,0
9,71,P13,20,0
9,75,P13,20,0
9,76,P13,20,0
9,77,P13,20,0
9,78,P13,20,0
9,80,P13,20,0
9,83,P13,20,0
9,86,P13,20,0
9,87,P13,20,0
