avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
5.437037037037037,2.785185185185185,2,14,1,118,135,0.014814814814814815,0.1037037037037037,0.007407407407407408,0.8740740740740741,2000,s1s3
5.4,2.7111111111111112,3,6,0,126,135,0.022222222222222223,0.044444444444444446,0,0.9333333333333333,4000,s1s3
5.7555555555555555,3.0444444444444443,2,6,0,127,135,0.014814814814814815,0.044444444444444446,0,0.9407407407407408,6000,s1s3
5.7555555555555555,3.096296296296296,4,7,0,124,135,0.02962962962962963,0.05185185185185185,0,0.9185185185185185,8000,s1s3
5.792592592592593,3.0444444444444443,4,7,0,124,135,0.02962962962962963,0.05185185185185185,0,0.9185185185185185,10000,s1s3
6.17037037037037,3.3703703703703702,5,8,0,122,135,0.037037037037037035,0.05925925925925926,0,0.9037037037037037,12000,s1s3
6.044444444444444,3.325925925925926,7,8,0,120,135,0.05185185185185185,0.05925925925925926,0,0.8888888888888888,14000,s1s3
6.088888888888889,3.3925925925925924,6,7,0,122,135,0.044444444444444446,0.05185185185185185,0,0.9037037037037037,16000,s1s3
5.659259259259259,2.888888888888889,7,5,0,123,135,0.05185185185185185,0.037037037037037035,0,0.9111111111111111,18000,s1s3
6.007407407407407,3.3777777777777778,7,5,0,123,135,0.05185185185185185,0.037037037037037035,0,0.9111111111111111,20000,s1s3
