avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_NO_EOS,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_NO_EOS,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
12.684782608695652,3.847826086956522,27,55,7,3,0,92,0.29347826086956524,0.5978260869565217,0.07608695652173914,0.03260869565217391,0.0,2000,s1s2
6.978260869565218,4.326086956521739,0,85,0,7,0,92,0,0.9239130434782609,0,0.07608695652173914,0.0,4000,s1s2
7.456521739130435,4.5978260869565215,0,85,0,7,0,92,0,0.9239130434782609,0,0.07608695652173914,0.0,6000,s1s2
8.152173913043478,5.489130434782608,0,83,0,9,0,92,0,0.9021739130434783,0,0.09782608695652174,0.0,8000,s1s2
7.760869565217392,5.206521739130435,0,83,0,9,0,92,0,0.9021739130434783,0,0.09782608695652174,0.0,10000,s1s2
7.706521739130435,5.478260869565218,0,81,0,11,0,92,0,0.8804347826086957,0,0.11956521739130435,0.0,12000,s1s2
6.913043478260869,4.25,0,82,0,10,0,92,0,0.8913043478260869,0,0.10869565217391304,0.0,14000,s1s2
7.641304347826087,4.967391304347826,0,83,0,9,0,92,0,0.9021739130434783,0,0.09782608695652174,0.0,16000,s1s2
7.380434782608695,4.684782608695652,0,84,0,8,0,92,0,0.9130434782608695,0,0.08695652173913043,0.0,18000,s1s2
8.728260869565217,4.706521739130435,1,81,0,10,0,92,0.010869565217391304,0.8804347826086957,0,0.10869565217391304,0.0,20000,s1s2
