prob_bridge_after_src_mean,prob_bridge_after_src_median,prob_continue_after_target_mean,prob_continue_after_target_median,prob_eos_after_bridge_mean,prob_eos_after_bridge_median,prob_eos_after_prompt_mean,prob_eos_after_prompt_median,prob_eos_after_src_mean,prob_eos_after_src_median,prob_eos_after_target_mean,prob_eos_after_target_median,prob_src_repeat_mean,prob_src_repeat_median,prob_target_after_bridge_mean,prob_target_after_bridge_median,prob_target_direct_after_src_mean,prob_target_direct_after_src_median,step
0.2920459642757972,0.2748621553182602,0.9293130438940392,0.9290388599038124,0.03033051801741951,0.027916954830288887,0.02386764642679029,0.02359345555305481,0.027204007425655923,0.027513911947607994,0.07068695610596074,0.07096114009618759,0.010037069518455408,0.00622609443962574,0.047409526653225634,0.03369387052953243,0.008286177958200117,0.004478073213249445,2000
0.3288123335606522,0.3078557997941971,0.8256811271111171,0.8252342119812965,0.031093943776148887,0.023210042156279087,0.024024825248246392,0.022427435964345932,0.029862432267723813,0.02782815508544445,0.17431887288888295,0.17476578801870346,0.006767215293948538,0.003645424614660442,0.06655948334580494,0.03660809434950352,0.010260433590317714,0.004323590779677033,4000
0.3498773018270731,0.3301689773797989,0.7029855632781983,0.7007880508899689,0.02976237891216038,0.017490788362920284,0.020349634165565175,0.01679274532943964,0.025620793521197307,0.02098630927503109,0.2970144367218018,0.29921194911003113,0.005152505793731608,0.002512585138902068,0.07483181512319587,0.03697165660560131,0.01235061317323319,0.004320248030126095,6000
0.3692326272279024,0.35858577489852905,0.6013446039623684,0.5969210565090179,0.030464851025284994,0.015149168204516172,0.01668532039142317,0.012700401246547699,0.020452959990749756,0.01533464528620243,0.39865539603763156,0.40307894349098206,0.004268802067365161,0.0020975148072466254,0.0755441772715292,0.03394325636327267,0.012360493676387705,0.004072371870279312,8000
0.3589442623158296,0.3365272432565689,0.512194062007798,0.5061164498329163,0.02751413654652424,0.012317041866481304,0.015137546996637765,0.010128973983228207,0.018870652093448573,0.012249303050339222,0.4878059379922019,0.49388355016708374,0.004086867255181359,0.0019660453544929624,0.08096056397409282,0.03448077104985714,0.013945372995221987,0.004369165049865842,10000
0.3845335942755143,0.3661709129810333,0.46105438106589847,0.4557424783706665,0.025072497789062457,0.010587726254016161,0.013168895327641318,0.008411944843828678,0.016093014432893446,0.009914793074131012,0.5389456189341015,0.5442575216293335,0.0033765051610438,0.0016736124525777996,0.07796405057927283,0.030374052934348583,0.013911283817400949,0.0041706382762640715,12000
0.39697450663480494,0.38447849452495575,0.435069578356213,0.4275616407394409,0.025463794425854253,0.010656706988811493,0.010980570726872732,0.0069681035820394754,0.013062255567379503,0.008228177204728127,0.5649304216437869,0.5724383592605591,0.003025284313302513,0.0015675790491513908,0.0789133499808506,0.030371193774044514,0.013661354068301282,0.003736034152098,14000
0.380224047170745,0.36509981751441956,0.4166661998960707,0.40842205286026,0.024342563535901716,0.0104753696359694,0.00976998313394789,0.006155839655548334,0.011887443439465843,0.00727938674390316,0.5833338001039293,0.59157794713974,0.003162955145801081,0.0017322393832728267,0.08398905579207672,0.031944213435053825,0.014016861966301803,0.0037657420616596937,16000
0.39153680589463974,0.37538087368011475,0.4092069523202048,0.40118420124053955,0.022841678140814312,0.009730883408337831,0.008245146239254002,0.005348993232473731,0.009881464288983908,0.006204392295330763,0.5907930476797951,0.5988157987594604,0.0028244320337802897,0.0016996852355077863,0.07998005996096051,0.029200510121881962,0.013785452233391374,0.0037267071893438697,18000
0.40133749559521675,0.38594402372837067,0.4207278627819485,0.410427987575531,0.02257254675716265,0.010044597089290619,0.00731571119498565,0.0049748478922992945,0.008283226565949412,0.005705799208953977,0.5792721372180515,0.589572012424469,0.0026820523596122964,0.001678291242569685,0.0805698465116115,0.029939446598291397,0.01366506976799024,0.0036235660081729293,20000
