avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,stage2_available_rate,stage2_available_total,stage3_after_bridge_rate,stage3_after_bridge_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,total_pairs,used_stage2_rate,used_stage2_total
27.406666666666666,0.94,423,1.6778711484593838,2.0,0.9444444444444444,425,0.9905882352941177,0.9905882352941177,421,421,425,425,0.8432304038004751,355,421,0.9408450704225352,334,355,0.7422222222222222,0.45111111111111113,203,0.015555555555555555,7,0.05555555555555555,25,1.0,1.6548463356973995,2.0,423,0.45555555555555555,205,0.9444444444444444,425,1.0,450,0.7933333333333333,357,2000,0.0,0.7422222222222222,334,334,0,0,450,0.94,423
27.406666666666666,0.9533333333333334,429,1.8075949367088608,2.0,0.9622222222222222,433,0.9861431870669746,0.9861431870669746,427,427,433,433,0.9203747072599532,393,427,0.9923664122137404,390,393,0.8666666666666667,0.3422222222222222,154,0.006666666666666667,3,0.03777777777777778,17,1.0,1.8391608391608392,2.0,429,0.3466666666666667,156,0.9622222222222222,433,1.0,450,0.8777777777777778,395,4000,0.0,0.8666666666666667,390,390,0,0,450,0.9533333333333334,429
27.406666666666666,0.9377777777777778,422,2.0761154855643045,2.0,0.9511111111111111,428,0.9836448598130841,0.9836448598130841,421,421,428,428,0.9026128266033254,380,421,0.9947368421052631,378,380,0.84,0.30666666666666664,138,0.013333333333333334,6,0.04888888888888889,22,1.0,2.004739336492891,2.0,422,0.3088888888888889,139,0.9511111111111111,428,1.0,450,0.8466666666666667,381,6000,0.0,0.84,378,378,0,0,450,0.9377777777777778,422
27.406666666666666,0.94,423,2.4682539682539684,2.0,0.96,432,0.9768518518518519,0.9768518518518519,422,422,432,432,0.8933649289099526,377,422,1.0,377,377,0.8377777777777776,0.30666666666666664,138,0.008888888888888889,4,0.04,18,1.0,2.059101654846336,2.0,423,0.3088888888888889,139,0.96,432,1.0,450,0.84,378,8000,1.1102230246251565e-16,0.8377777777777777,377,377,0,0,450,0.94,423
27.406666666666666,0.9377777777777778,422,2.326478149100257,2.0,0.9644444444444444,434,0.9723502304147466,0.9723502304147466,422,422,434,434,0.9218009478672986,389,422,0.9820051413881749,382,389,0.8488888888888889,0.2577777777777778,116,0.008888888888888889,4,0.035555555555555556,16,1.0,2.2085308056872037,2.0,422,0.2577777777777778,116,0.9644444444444444,434,1.0,450,0.8644444444444445,389,10000,0.0,0.8488888888888889,382,382,0,0,450,0.9377777777777778,422
27.406666666666666,0.9444444444444444,425,2.665809768637532,2.0,0.96,432,0.9837962962962963,0.9837962962962963,425,425,432,432,0.9152941176470588,389,425,0.9897172236503856,385,389,0.8555555555555556,0.3111111111111111,140,0.013333333333333334,6,0.04,18,1.0,2.0752941176470587,2.0,425,0.3111111111111111,140,0.96,432,1.0,450,0.8644444444444445,389,12000,-1.1102230246251565e-16,0.8555555555555555,385,385,0,0,450,0.9444444444444444,425
27.406666666666666,0.9488888888888889,427,2.7418546365914787,2.0,0.9644444444444444,434,0.9838709677419355,0.9838709677419355,427,427,434,434,0.9344262295081968,399,427,0.9824561403508771,392,399,0.8711111111111111,0.32666666666666666,147,0.013333333333333334,6,0.035555555555555556,16,1.0,2.0444964871194378,2.0,427,0.32666666666666666,147,0.9644444444444444,434,1.0,450,0.8866666666666667,399,14000,0.0,0.8711111111111111,392,392,0,0,450,0.9488888888888889,427
27.406666666666666,0.94,423,2.787341772151899,3.0,0.9666666666666667,435,0.9724137931034482,0.9724137931034482,423,423,435,435,0.933806146572104,395,423,0.9822784810126582,388,395,0.8622222222222222,0.28,126,0.013333333333333334,6,0.03333333333333333,15,1.0,2.231678486997636,2.0,423,0.28,126,0.9666666666666667,435,1.0,450,0.8777777777777778,395,16000,0.0,0.8622222222222222,388,388,0,0,450,0.94,423
27.406666666666666,0.9466666666666667,426,2.71,2.0,0.9644444444444444,434,0.9815668202764977,0.9815668202764977,426,426,434,434,0.9389671361502347,400,426,0.98,392,400,0.8711111111111111,0.30444444444444446,137,0.015555555555555555,7,0.035555555555555556,16,1.0,2.183098591549296,2.0,426,0.30444444444444446,137,0.9644444444444444,434,1.0,450,0.8888888888888888,400,18000,0.0,0.8711111111111111,392,392,0,0,450,0.9466666666666667,426
27.406666666666666,0.9533333333333334,429,2.9527363184079602,3.0,0.9622222222222222,433,0.9907621247113164,0.9907621247113164,429,429,433,433,0.9370629370629371,402,429,0.9875621890547264,397,402,0.8822222222222224,0.32666666666666666,147,0.02,9,0.03777777777777778,17,1.0,2.13986013986014,2.0,429,0.32666666666666666,147,0.9622222222222222,433,1.0,450,0.8933333333333333,402,20000,-1.1102230246251565e-16,0.8822222222222222,397,397,0,0,450,0.9533333333333334,429
