avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_NO_EOS,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_NO_EOS,rate_OVER_SHOOT,rate_SUCCESS,step
5.142222222222222,1.8,34,76,4,2,334,450,0.07555555555555556,0.1688888888888889,0.008888888888888889,0.0044444444444444444,0.7422222222222222,2000
5.206666666666667,1.8311111111111111,23,37,0,0,390,450,0.051111111111111114,0.08222222222222222,0,0,0.8666666666666667,4000
5.5488888888888885,2.102222222222222,29,43,0,0,378,450,0.06444444444444444,0.09555555555555556,0,0,0.84,6000
5.822222222222222,2.431111111111111,28,45,0,0,377,450,0.06222222222222222,0.1,0,0,0.8377777777777777,8000
5.815555555555555,2.3066666666666666,28,40,0,0,382,450,0.06222222222222222,0.08888888888888889,0,0,0.8488888888888889,10000
6.066666666666666,2.64,25,40,0,0,385,450,0.05555555555555555,0.08888888888888889,0,0,0.8555555555555555,12000
6.111111111111111,2.7044444444444444,23,35,0,0,392,450,0.051111111111111114,0.07777777777777778,0,0,0.8711111111111111,14000
6.2444444444444445,2.7311111111111113,27,35,0,0,388,450,0.06,0.07777777777777778,0,0,0.8622222222222222,16000
6.168888888888889,2.6844444444444444,24,34,0,0,392,450,0.05333333333333334,0.07555555555555556,0,0,0.8711111111111111,18000
6.282222222222222,2.9066666666666667,21,32,0,0,397,450,0.04666666666666667,0.07111111111111111,0,0,0.8822222222222222,20000
