avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_NO_STOP,stage2_stop_reason_count_STOP_AT_OTHER,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_NO_STOP,stage2_stop_reason_rate_STOP_AT_OTHER,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
28.57037037037037,0.9777777777777777,132,1.3583333333333334,1.0,0.9777777777777777,132,1.0,1.0,132,132,132,132,0.9090909090909091,120,132,0.8416666666666667,101,120,0.7481481481481481,0.6222222222222222,84,0.0,0,0.022222222222222223,3,1.0,1.4848484848484849,1.0,132,0.6222222222222222,84,0.9777777777777777,132,0.9037037037037037,122,1.0,135,3,1,119,12,0.022222222222222223,0.007407407407407408,0.8814814814814815,0.08888888888888889,0.0,0,0.08888888888888889,12,0.8888888888888888,120,0.7481481481481481,101,2000,0.0,0.7481481481481481,101,101,0,0,s1s3,135,0.9777777777777777,132
28.57037037037037,0.9629629629629629,130,1.32,1.0,0.9629629629629629,130,1.0,1.0,130,130,130,130,0.9615384615384616,125,130,0.992,124,125,0.9185185185185185,0.6148148148148148,83,0.0,0,0.037037037037037035,5,1.0,1.4,1.0,130,0.6148148148148148,83,0.9629629629629629,130,0.9481481481481482,128,1.0,135,0,2,128,5,0,0.014814814814814815,0.9481481481481482,0.037037037037037035,0.0,0,0.037037037037037035,5,0.9259259259259259,125,0.9185185185185185,124,4000,0.0,0.9185185185185185,124,124,0,0,s1s3,135,0.9629629629629629,130
28.57037037037037,0.9851851851851852,133,1.697674418604651,1.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,0.9699248120300752,129,133,0.9767441860465116,126,129,0.9333333333333332,0.6666666666666666,90,0.0,0,0.014814814814814815,2,1.0,1.3383458646616542,1.0,133,0.6666666666666666,90,0.9851851851851852,133,0.9703703703703703,131,1.0,135,0,0,131,4,0,0,0.9703703703703703,0.02962962962962963,0.0,0,0.02962962962962963,4,0.9555555555555556,129,0.9333333333333333,126,6000,1.1102230246251565e-16,0.9333333333333333,126,126,0,0,s1s3,135,0.9851851851851852,133
28.57037037037037,0.9851851851851852,133,1.4736842105263157,1.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,1.0,133,133,0.9473684210526315,126,133,0.9333333333333332,0.6814814814814815,92,0.0,0,0.014814814814814815,2,1.0,1.3233082706766917,1.0,133,0.6814814814814815,92,0.9851851851851852,133,1.0,135,1.0,135,0,0,135,0,0,0,1.0,0,0.0,0,0.0,0,0.9851851851851852,133,0.9333333333333333,126,8000,1.1102230246251565e-16,0.9333333333333333,126,126,0,0,s1s3,135,0.9851851851851852,133
28.57037037037037,0.9851851851851852,133,1.5488721804511278,1.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,1.0,133,133,0.9473684210526315,126,133,0.9333333333333332,0.6888888888888889,93,0.0,0,0.014814814814814815,2,1.0,1.3157894736842106,1.0,133,0.6888888888888889,93,0.9851851851851852,133,1.0,135,1.0,135,0,0,135,0,0,0,1.0,0,0.0,0,0.0,0,0.9851851851851852,133,0.9333333333333333,126,10000,1.1102230246251565e-16,0.9333333333333333,126,126,0,0,s1s3,135,0.9851851851851852,133
28.57037037037037,0.9851851851851852,133,1.6590909090909092,1.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,0.9924812030075187,132,133,0.9545454545454546,126,132,0.9333333333333333,0.7111111111111111,96,0.0,0,0.014814814814814815,2,1.0,1.3082706766917294,1.0,133,0.7111111111111111,96,0.9851851851851852,133,0.9925925925925926,134,1.0,135,0,0,134,1,0,0,0.9925925925925926,0.007407407407407408,0.0,0,0.007407407407407408,1,0.9777777777777777,132,0.9333333333333333,126,12000,0.0,0.9333333333333333,126,126,0,0,s1s3,135,0.9851851851851852,133
28.57037037037037,0.9777777777777777,132,1.4153846153846155,1.0,0.9777777777777777,132,1.0,1.0,132,132,132,132,0.9848484848484849,130,132,0.9615384615384616,125,130,0.9259259259259259,0.6814814814814815,92,0.0,0,0.022222222222222223,3,1.0,1.3257575757575757,1.0,132,0.6814814814814815,92,0.9777777777777777,132,0.9851851851851852,133,1.0,135,0,0,133,2,0,0,0.9851851851851852,0.014814814814814815,0.0,0,0.014814814814814815,2,0.9629629629629629,130,0.9259259259259259,125,14000,0.0,0.9259259259259259,125,125,0,0,s1s3,135,0.9777777777777777,132
28.57037037037037,0.9777777777777777,132,1.4307692307692308,1.0,0.9777777777777777,132,1.0,1.0,132,132,132,132,0.9848484848484849,130,132,0.9615384615384616,125,130,0.9259259259259259,0.7185185185185186,97,0.0,0,0.022222222222222223,3,1.0,1.2651515151515151,1.0,132,0.7185185185185186,97,0.9777777777777777,132,0.9851851851851852,133,1.0,135,0,0,133,2,0,0,0.9851851851851852,0.014814814814814815,0.0,0,0.014814814814814815,2,0.9629629629629629,130,0.9259259259259259,125,16000,0.0,0.9259259259259259,125,125,0,0,s1s3,135,0.9777777777777777,132
28.57037037037037,0.9777777777777777,132,1.5153846153846153,1.0,0.9777777777777777,132,1.0,1.0,132,132,132,132,0.9848484848484849,130,132,0.9615384615384616,125,130,0.9259259259259259,0.725925925925926,98,0.0,0,0.022222222222222223,3,1.0,1.2575757575757576,1.0,132,0.725925925925926,98,0.9777777777777777,132,0.9851851851851852,133,1.0,135,0,0,133,2,0,0,0.9851851851851852,0.014814814814814815,0.0,0,0.014814814814814815,2,0.9629629629629629,130,0.9259259259259259,125,18000,0.0,0.9259259259259259,125,125,0,0,s1s3,135,0.9777777777777777,132
28.57037037037037,0.9777777777777777,132,1.7328244274809161,1.0,0.9777777777777777,132,1.0,1.0,132,132,132,132,0.9924242424242424,131,132,0.9541984732824428,125,131,0.9259259259259259,0.7703703703703704,104,0.0,0,0.022222222222222223,3,1.0,1.2121212121212122,1.0,132,0.7703703703703704,104,0.9777777777777777,132,0.9925925925925926,134,1.0,135,0,0,134,1,0,0,0.9925925925925926,0.007407407407407408,0.0,0,0.007407407407407408,1,0.9703703703703703,131,0.9259259259259259,125,20000,0.0,0.9259259259259259,125,125,0,0,s1s3,135,0.9777777777777777,132
