avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,stage2_available_rate,stage2_available_total,stage3_after_bridge_rate,stage3_after_bridge_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,total_pairs,used_stage2_rate,used_stage2_total
27.406666666666666,0.8311111111111111,374,1.5414847161572052,1.0,0.8511111111111112,383,0.9660574412532638,0.9660574412532638,370,370,383,383,0.6081081081081081,225,370,0.6355555555555555,143,225,0.31777777777777777,0.5688888888888889,256,0.02666666666666667,12,0.14888888888888888,67,1.0,1.3288770053475936,1.0,374,0.5777777777777777,260,0.8511111111111112,383,1.0,450,0.5088888888888888,229,2000,0.0,0.31777777777777777,143,143,0,0,450,0.8222222222222222,370
27.406666666666666,0.8155555555555556,367,1.530701754385965,1.0,0.8266666666666667,372,0.967741935483871,0.967741935483871,360,360,372,372,0.6138888888888889,221,360,0.3936651583710407,87,221,0.19333333333333336,0.5022222222222222,226,0.024444444444444446,11,0.17333333333333334,78,1.0,1.5040871934604905,1.0,367,0.5155555555555555,232,0.8266666666666667,372,1.0,450,0.5066666666666667,228,4000,-2.7755575615628914e-17,0.19333333333333333,87,87,0,0,450,0.8155555555555556,367
27.406666666666666,0.8022222222222222,361,1.427927927927928,1.0,0.8022222222222222,361,0.9861495844875346,0.9861495844875346,356,356,361,361,0.6095505617977528,217,356,0.23963133640552994,52,217,0.11555555555555555,0.5111111111111111,230,0.028888888888888888,13,0.19777777777777777,89,0.997229916897507,1.4210526315789473,1.0,360,0.5244444444444445,236,0.8022222222222222,361,1.0,450,0.49333333333333335,222,6000,0.0,0.11555555555555555,52,52,0,0,450,0.8022222222222222,361
27.406666666666666,0.8066666666666666,363,1.44,1.0,0.8,360,0.9833333333333333,0.9833333333333333,354,354,360,360,0.6101694915254238,216,354,0.18055555555555555,39,216,0.08666666666666666,0.5155555555555555,232,0.022222222222222223,10,0.2,90,0.9972527472527473,1.379120879120879,1.0,363,0.5377777777777778,242,0.8,360,1.0,450,0.5,225,8000,1.3877787807814457e-17,0.08666666666666667,39,39,0,0,450,0.8088888888888889,364
27.406666666666666,0.7977777777777778,359,1.4181818181818182,1.0,0.8022222222222222,361,0.9778393351800554,0.9778393351800554,353,353,361,361,0.6062322946175638,214,353,0.04672897196261682,10,214,0.022222222222222223,0.4688888888888889,211,0.035555555555555556,16,0.19777777777777777,89,0.9972222222222222,1.5777777777777777,1.0,359,0.48444444444444446,218,0.8022222222222222,361,1.0,450,0.4888888888888889,220,10000,0.0,0.022222222222222223,10,10,0,0,450,0.8,360
27.406666666666666,0.8133333333333334,366,1.383495145631068,1.0,0.8177777777777778,368,0.9782608695652174,0.9782608695652174,360,360,368,368,0.5555555555555556,200,360,0.105,21,200,0.04666666666666667,0.44222222222222224,199,0.03333333333333333,15,0.18222222222222223,82,0.997275204359673,1.673024523160763,1.0,366,0.4577777777777778,206,0.8177777777777778,368,1.0,450,0.4577777777777778,206,12000,0.0,0.04666666666666667,21,21,0,0,450,0.8155555555555556,367
27.406666666666666,0.7955555555555556,358,1.48,1.0,0.7933333333333333,357,0.9831932773109243,0.9831932773109243,351,351,357,357,0.6210826210826211,218,351,0.06422018348623854,14,218,0.031111111111111114,0.4022222222222222,181,0.024444444444444446,11,0.20666666666666667,93,0.9972144846796658,1.8523676880222841,1.0,358,0.4177777777777778,188,0.7933333333333333,357,1.0,450,0.5,225,14000,-3.469446951953614e-18,0.03111111111111111,14,14,0,0,450,0.7977777777777778,359
27.406666666666666,0.84,378,1.3347457627118644,1.0,0.7911111111111111,356,0.9887640449438202,0.9887640449438202,352,352,356,356,0.5965909090909091,210,352,0.04285714285714286,9,210,0.019999999999999997,0.45555555555555555,205,0.024444444444444446,11,0.2088888888888889,94,0.9947089947089947,2.7724867724867726,1.0,376,0.4822222222222222,217,0.7911111111111111,356,1.0,450,0.5244444444444445,236,16000,3.469446951953614e-18,0.02,9,9,0,0,450,0.84,378
27.406666666666666,0.8088888888888889,364,1.395,1.0,0.7755555555555556,349,0.9885386819484241,0.9885386819484241,345,345,349,349,0.5304347826086957,183,345,0.06557377049180328,12,183,0.026666666666666672,0.48444444444444446,218,0.02666666666666667,12,0.22444444444444445,101,0.994535519125683,1.6065573770491803,1.0,364,0.5288888888888889,238,0.7755555555555556,349,1.0,450,0.4444444444444444,200,18000,-3.469446951953614e-18,0.02666666666666667,12,12,0,0,450,0.8133333333333334,366
27.406666666666666,0.7977777777777778,359,1.7178217821782178,1.0,0.7844444444444445,353,0.9886685552407932,0.9886685552407932,349,349,353,353,0.5501432664756447,192,349,0.03125,6,192,0.013333333333333336,0.4177777777777778,188,0.02666666666666667,12,0.21555555555555556,97,0.9972222222222222,1.8555555555555556,1.0,359,0.44222222222222224,199,0.7844444444444445,353,1.0,450,0.4488888888888889,202,20000,-1.734723475976807e-18,0.013333333333333334,6,6,0,0,450,0.8,360
