avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_SUCCESS,step
5.804444444444444,3.0555555555555554,16,321,113,450,0.035555555555555556,0.7133333333333334,0.2511111111111111,5000
5.517777777777778,2.648888888888889,74,278,98,450,0.16444444444444445,0.6177777777777778,0.21777777777777776,10000
5.486666666666666,2.508888888888889,134,199,117,450,0.29777777777777775,0.44222222222222224,0.26,15000
5.56,2.491111111111111,143,200,107,450,0.31777777777777777,0.4444444444444444,0.23777777777777778,20000
5.868888888888889,2.6733333333333333,167,173,110,450,0.3711111111111111,0.3844444444444444,0.24444444444444444,25000
5.817777777777778,2.6911111111111112,162,190,98,450,0.36,0.4222222222222222,0.21777777777777776,30000
5.8933333333333335,2.6333333333333333,170,158,122,450,0.37777777777777777,0.3511111111111111,0.27111111111111114,35000
5.5488888888888885,2.531111111111111,156,201,93,450,0.3466666666666667,0.44666666666666666,0.20666666666666667,40000
5.533333333333333,2.402222222222222,150,184,116,450,0.3333333333333333,0.4088888888888889,0.2577777777777778,45000
5.666666666666667,2.551111111111111,157,165,128,450,0.3488888888888889,0.36666666666666664,0.28444444444444444,50000
