avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
5.84,1.6622222222222223,2,1,36,411,450,0.0044444444444444444,0.0022222222222222222,0.08,0.9133333333333333,5000,s1s3
4.908783783783784,1.837837837837838,4,274,17,1,296,0.013513513513513514,0.9256756756756757,0.057432432432432436,0.0033783783783783786,5000,s1s2
5.003322259136213,1.7076411960132891,8,1,83,209,301,0.026578073089700997,0.0033222591362126247,0.2757475083056478,0.6943521594684385,5000,s2s3
6.097777777777778,1.8311111111111111,34,12,28,376,450,0.07555555555555556,0.02666666666666667,0.06222222222222222,0.8355555555555556,10000,s1s3
4.79054054054054,1.8918918918918919,48,235,13,0,296,0.16216216216216217,0.793918918918919,0.04391891891891892,0.0,10000,s1s2
5.275747508305648,1.7774086378737541,29,1,69,202,301,0.09634551495016612,0.0033222591362126247,0.2292358803986711,0.6710963455149501,10000,s2s3
6.388888888888889,1.8688888888888888,56,19,29,346,450,0.12444444444444444,0.042222222222222223,0.06444444444444444,0.7688888888888888,15000,s1s3
4.736486486486487,1.739864864864865,53,237,6,0,296,0.17905405405405406,0.8006756756756757,0.02027027027027027,0.0,15000,s1s2
5.076411960132891,1.7209302325581395,26,7,65,203,301,0.08637873754152824,0.023255813953488372,0.2159468438538206,0.6744186046511628,15000,s2s3
6.351111111111111,1.8333333333333333,78,16,43,313,450,0.17333333333333334,0.035555555555555556,0.09555555555555556,0.6955555555555556,20000,s1s3
4.783783783783784,1.8344594594594594,57,228,11,0,296,0.19256756756756757,0.7702702702702703,0.037162162162162164,0.0,20000,s1s2
5.116279069767442,1.7574750830564785,34,9,66,192,301,0.11295681063122924,0.029900332225913623,0.21926910299003322,0.6378737541528239,20000,s2s3
6.32,1.8444444444444446,91,12,44,303,450,0.20222222222222222,0.02666666666666667,0.09777777777777778,0.6733333333333333,25000,s1s3
4.733108108108108,1.7297297297297298,62,224,10,0,296,0.20945945945945946,0.7567567567567568,0.033783783783783786,0.0,25000,s1s2
5.332225913621262,1.7774086378737541,34,9,71,187,301,0.11295681063122924,0.029900332225913623,0.23588039867109634,0.6212624584717608,25000,s2s3
6.377777777777778,1.84,78,10,31,331,450,0.17333333333333334,0.022222222222222223,0.06888888888888889,0.7355555555555555,30000,s1s3
4.652027027027027,1.6891891891891893,73,212,11,0,296,0.24662162162162163,0.7162162162162162,0.037162162162162164,0.0,30000,s1s2
5.152823920265781,1.8837209302325582,50,8,57,186,301,0.16611295681063123,0.026578073089700997,0.1893687707641196,0.6179401993355482,30000,s2s3
6.268888888888889,1.7955555555555556,79,21,32,318,450,0.17555555555555555,0.04666666666666667,0.07111111111111111,0.7066666666666667,35000,s1s3
4.773648648648648,1.9054054054054055,71,216,9,0,296,0.23986486486486486,0.7297297297297297,0.030405405405405407,0.0,35000,s1s2
5.093023255813954,1.7840531561461794,47,13,53,188,301,0.15614617940199335,0.04318936877076412,0.1760797342192691,0.6245847176079734,35000,s2s3
6.328888888888889,1.8288888888888888,90,12,38,310,450,0.2,0.02666666666666667,0.08444444444444445,0.6888888888888889,40000,s1s3
4.885135135135135,1.929054054054054,83,204,9,0,296,0.28040540540540543,0.6891891891891891,0.030405405405405407,0.0,40000,s1s2
5.295681063122924,1.823920265780731,44,16,71,170,301,0.1461794019933555,0.053156146179401995,0.23588039867109634,0.5647840531561462,40000,s2s3
6.322222222222222,1.8244444444444445,80,13,48,309,450,0.17777777777777778,0.028888888888888888,0.10666666666666667,0.6866666666666666,45000,s1s3
4.827702702702703,1.7297297297297298,80,207,9,0,296,0.2702702702702703,0.6993243243243243,0.030405405405405407,0.0,45000,s1s2
5.358803986710964,1.8172757475083057,37,16,69,179,301,0.12292358803986711,0.053156146179401995,0.2292358803986711,0.5946843853820598,45000,s2s3
6.282222222222222,1.8688888888888888,77,17,45,311,450,0.1711111111111111,0.03777777777777778,0.1,0.6911111111111111,50000,s1s3
4.746621621621622,1.8074324324324325,77,213,6,0,296,0.26013513513513514,0.7195945945945946,0.02027027027027027,0.0,50000,s1s2
5.358803986710964,1.8272425249169435,35,15,76,175,301,0.11627906976744186,0.04983388704318937,0.25249169435215946,0.5813953488372093,50000,s2s3
