avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_SUCCESS,step,task_type
8.6,4.814814814814815,0,93,42,135,0,0.6888888888888889,0.3111111111111111,5000,s1s3
7.0814814814814815,3.5481481481481483,4,102,29,135,0.02962962962962963,0.7555555555555555,0.21481481481481482,10000,s1s3
6.555555555555555,3.1555555555555554,17,74,44,135,0.1259259259259259,0.5481481481481482,0.32592592592592595,15000,s1s3
6.059259259259259,2.911111111111111,19,76,40,135,0.14074074074074075,0.562962962962963,0.2962962962962963,20000,s1s3
5.62962962962963,2.422222222222222,34,60,41,135,0.2518518518518518,0.4444444444444444,0.3037037037037037,25000,s1s3
5.274074074074074,2.3777777777777778,35,65,35,135,0.25925925925925924,0.48148148148148145,0.25925925925925924,30000,s1s3
5.703703703703703,2.585185185185185,45,67,23,135,0.3333333333333333,0.4962962962962963,0.17037037037037037,35000,s1s3
5.503703703703704,2.740740740740741,42,71,22,135,0.3111111111111111,0.5259259259259259,0.16296296296296298,40000,s1s3
5.266666666666667,2.422222222222222,43,66,26,135,0.31851851851851853,0.4888888888888889,0.1925925925925926,45000,s1s3
5.237037037037037,2.5481481481481483,52,59,24,135,0.3851851851851852,0.43703703703703706,0.17777777777777778,50000,s1s3
