pair_index,prob_bridge_after_src,prob_continue_after_target,prob_eos_after_bridge,prob_eos_after_prompt,prob_eos_after_src,prob_eos_after_target,prob_src_repeat,prob_target_after_bridge,prob_target_direct_after_src,source,step,target
0,0.16659420728683472,0.7336934506893158,0.007212948054075241,0.014343619346618652,0.017304373905062675,0.2663065493106842,0.0007207088056020439,0.009046993218362331,0.005393469240516424,12,6000,67
1,0.31654155254364014,0.6727263927459717,0.0986957922577858,0.020165909081697464,0.026631802320480347,0.3272736072540283,0.0018424013396725059,0.4055848717689514,0.002174193738028407,9,6000,60
2,0.09767699986696243,0.7157406508922577,0.053334977477788925,0.03791820630431175,0.04303409904241562,0.2842593491077423,0.002077765529975295,0.009193194098770618,0.0018648954574018717,6,6000,88
3,0.373005211353302,0.6743236184120178,0.005949277430772781,0.007760369684547186,0.011195340193808079,0.3256763815879822,0.002511129016056657,0.2127005159854889,0.0008579363347962499,11,6000,68
4,0.2654482424259186,0.7368909418582916,0.02171824313700199,0.014277521520853043,0.020950837060809135,0.2631090581417084,0.002367006614804268,0.21275003254413605,0.01429553423076868,21,6000,75
5,0.12751027941703796,0.7504695802927017,0.017234036698937416,0.009904361329972744,0.01228434219956398,0.24953041970729828,0.0015743025578558445,0.017414644360542297,0.0028747613541781902,1,6000,67
6,0.3081643581390381,0.6893819570541382,0.010112715885043144,0.01822279393672943,0.024442067369818687,0.3106180429458618,0.0014644318725913763,0.02969413623213768,0.012975569814443588,23,6000,74
7,0.5379364490509033,0.6762760579586029,0.008146816864609718,0.019302157685160637,0.02202760800719261,0.3237239420413971,0.006252482533454895,0.04861049726605415,0.005136932246387005,19,6000,87
8,0.0709676519036293,0.7085530459880829,0.017351554706692696,0.020878132432699203,0.03439154475927353,0.2914469540119171,0.007491015829145908,0.010592330247163773,0.0006794106448069215,5,6000,64
9,0.38524603843688965,0.7451363205909729,0.016475511714816093,0.03835465386509895,0.05602113902568817,0.2548636794090271,0.002263440517708659,0.20215636491775513,0.009994628839194775,26,6000,71
10,0.597262442111969,0.690826028585434,0.08015700429677963,0.012006239965558052,0.01358879916369915,0.30917397141456604,0.0031160912476480007,0.4603899121284485,0.011096100322902203,25,6000,70
11,0.15925954282283783,0.6941213011741638,0.04633527994155884,0.0343477763235569,0.039983347058296204,0.3058786988258362,0.007786660920828581,0.0829676017165184,0.00390611938200891,17,6000,69
12,0.5202122330665588,0.733322024345398,0.014066928997635841,0.01366778276860714,0.016428090631961823,0.26667797565460205,0.00039040649426169693,0.02270161360502243,0.00469663692638278,20,6000,71
13,0.2297333925962448,0.7046710252761841,0.0502377524971962,0.024615244939923286,0.03039739280939102,0.2953289747238159,0.001106743817217648,0.18403169512748718,0.005445383954793215,0,6000,69
14,0.5240856409072876,0.7206451594829559,0.049181319773197174,0.016380587592720985,0.022005148231983185,0.27935484051704407,0.0021498913411051035,0.2647605538368225,0.026061445474624634,26,6000,65
15,0.2538893520832062,0.7073700428009033,0.004785575438290834,0.015582510270178318,0.022106729447841644,0.2926299571990967,0.00272935489192605,0.16370758414268494,0.006689359433948994,2,6000,66
16,0.44701072573661804,0.7006952166557312,0.014041709713637829,0.022324245423078537,0.038184382021427155,0.2993047833442688,0.0014798956690356135,0.15514977276325226,0.010528036393225193,26,6000,74
17,0.2562202513217926,0.687365859746933,0.044065192341804504,0.022409183904528618,0.02655527926981449,0.312634140253067,0.0015781490365043283,0.0263498667627573,0.003284289501607418,23,6000,89
18,0.28822648525238037,0.701337993144989,0.012733531184494495,0.014550143852829933,0.01781025156378746,0.298662006855011,0.00872290600091219,0.007664268370717764,0.0010261983843520284,7,6000,84
19,0.3509964942932129,0.7065747082233429,0.05761469155550003,0.009939913637936115,0.010567787103354931,0.2934252917766571,0.00020237315038684756,0.0439012348651886,0.11515047401189804,20,6000,80
20,0.44514864683151245,0.6909930109977722,0.01679140515625477,0.009239031001925468,0.01200142502784729,0.3090069890022278,0.00029250868828967214,0.19537141919136047,0.01523200049996376,14,6000,79
21,0.3398897349834442,0.7386383712291718,0.08441067487001419,0.028341811150312424,0.04675722122192383,0.26136162877082825,0.0027298079803586006,0.038594380021095276,0.005783414468169212,26,6000,61
22,0.5719155669212341,0.6909301578998566,0.11053622514009476,0.02820146270096302,0.026750028133392334,0.30906984210014343,0.0020128730684518814,0.01874101720750332,0.01952054537832737,18,6000,85
23,0.5706393718719482,0.696087121963501,0.09133736044168472,0.026270540431141853,0.029732147231698036,0.303912878036499,0.011582723818719387,0.4352239966392517,0.012524542398750782,22,6000,70
24,0.26879173517227173,0.6628756821155548,0.007746642455458641,0.014755102805793285,0.019423453137278557,0.3371243178844452,0.0013656292576342821,0.02193683385848999,0.003081195754930377,4,6000,68
25,0.36090078949928284,0.7007176280021667,0.013763033784925938,0.01874648593366146,0.021021781489253044,0.29928237199783325,0.0001870493870228529,0.10543334484100342,0.018457645550370216,20,6000,83
26,0.6138613224029541,0.7375523447990417,0.04614802077412605,0.021318620070815086,0.03205161914229393,0.26244765520095825,0.00666766706854105,0.045058462768793106,0.018051208928227425,28,6000,71
27,0.5340194702148438,0.712293416261673,0.008888849057257175,0.022616107016801834,0.026469331234693527,0.287706583738327,0.0028439678717404604,0.1622612178325653,0.012001952156424522,27,6000,78
28,0.48454582691192627,0.7204860150814056,0.02393339015543461,0.0057058981619775295,0.006785133853554726,0.27951398491859436,0.0006622757646255195,0.012957200407981873,0.0007204012363217771,16,6000,82
29,0.6098200082778931,0.7228535115718842,0.004487005528062582,0.03635020926594734,0.042778924107551575,0.27714648842811584,0.009196706116199493,0.04159858077764511,0.004290547221899033,29,6000,78
30,0.2655171751976013,0.6630636155605316,0.011588025838136673,0.008584345690906048,0.009601783938705921,0.3369363844394684,0.000476138258818537,0.12703096866607666,0.029531925916671753,2,6000,83
31,0.3943292200565338,0.6935555338859558,0.013360629789531231,0.011880028992891312,0.01396984327584505,0.3064444661140442,0.004755147732794285,0.019138362258672714,0.01678476482629776,10,6000,78
32,0.5285758376121521,0.6740968823432922,0.062157224863767624,0.03296663984656334,0.035589657723903656,0.32590311765670776,0.00728596979752183,0.004567898344248533,0.0033565389458090067,19,6000,85
33,0.4235645532608032,0.6866394877433777,0.03819342702627182,0.014564573764801025,0.02029450237751007,0.3133605122566223,0.001518785022199154,0.11142701655626297,0.03499938175082207,14,6000,69
34,0.5599291324615479,0.6854995787143707,0.0797140821814537,0.018825480714440346,0.02651221491396427,0.3145004212856293,0.005770550109446049,0.06858223676681519,0.022689493373036385,18,6000,68
35,0.2833084166049957,0.754657655954361,0.02398722618818283,0.018702581524848938,0.02485031634569168,0.24534234404563904,0.0012314970372244716,0.020657984539866447,0.010240798816084862,0,6000,75
36,0.4335288405418396,0.7256738543510437,0.006601179018616676,0.07303694635629654,0.09029801189899445,0.2743261456489563,0.05281958356499672,0.17671188712120056,0.004225205164402723,24,6000,66
37,0.24710391461849213,0.6853507459163666,0.012477967888116837,0.010446762666106224,0.011150221340358257,0.3146492540836334,0.0011189475189894438,0.13343970477581024,0.002554717008024454,13,6000,83
38,0.35634440183639526,0.7315361499786377,0.01161705981940031,0.014450699090957642,0.01746227592229843,0.2684638500213623,0.0019516630563884974,0.03498239070177078,0.009298541583120823,10,6000,71
39,0.3604716658592224,0.6966772079467773,0.021350154653191566,0.0067251212894916534,0.008342258632183075,0.30332279205322266,0.00022662286937702447,0.02179914340376854,0.002339218044653535,9,6000,84
40,0.4224185645580292,0.6834748089313507,0.0251303780823946,0.057817328721284866,0.07162840664386749,0.3165251910686493,0.025436144322156906,0.19239911437034607,0.0030722375959157944,19,6000,72
41,0.24027056992053986,0.7576028853654861,0.07853363454341888,0.008030194789171219,0.01234615221619606,0.24239711463451385,0.0022753484081476927,0.3884319067001343,0.0003206399269402027,11,6000,61
42,0.36605679988861084,0.6972306668758392,0.01728701964020729,0.014694136567413807,0.01587868668138981,0.30276933312416077,0.0013551455922424793,0.003910250961780548,0.00707734702154994,3,6000,82
43,0.24902088940143585,0.6816327273845673,0.025456229224801064,0.0218146201223135,0.025285622105002403,0.31836727261543274,0.001631223363801837,0.04415305703878403,0.00782542210072279,4,6000,86
44,0.45301273465156555,0.7053557932376862,0.0388869047164917,0.01202671229839325,0.017507808282971382,0.29464420676231384,0.0031102458015084267,0.0756852775812149,0.0029270148370414972,16,6000,70
45,0.23161007463932037,0.7158370614051819,0.01487266831099987,0.009622957557439804,0.010126352310180664,0.2841629385948181,0.001026768353767693,0.02997097373008728,0.02064143866300583,12,6000,77
46,0.47447240352630615,0.7083170115947723,0.005060739815235138,0.00572002399712801,0.0066446224227547646,0.29168298840522766,0.0007227954338304698,0.035239461809396744,0.008601657114923,16,6000,81
47,0.21466852724552155,0.6785681247711182,0.025343157351017,0.015279436483979225,0.019351879134774208,0.32143187522888184,0.004606832284480333,0.01683473400771618,0.006676724646240473,4,6000,87
48,0.5011239051818848,0.6978995203971863,0.03904091566801071,0.008322184905409813,0.009756136685609818,0.3021004796028137,0.005686476361006498,0.07978536188602448,0.1905214935541153,28,6000,78
49,0.16875430941581726,0.6750828623771667,0.038582466542720795,0.04512295499444008,0.07222931832075119,0.32491713762283325,0.022762343287467957,0.019823821261525154,0.0024611770641058683,21,6000,63
50,0.4250750243663788,0.690182238817215,0.0232638381421566,0.06287452578544617,0.0797610655426979,0.30981776118278503,0.04618838056921959,0.015254724770784378,0.0018514477415010333,24,6000,64
51,0.2329021692276001,0.6902012825012207,0.006588510703295469,0.013944735750555992,0.01483906153589487,0.3097987174987793,0.002552590100094676,0.02089843899011612,0.010026535950601101,1,6000,79
52,0.24518567323684692,0.6819727420806885,0.07234657555818558,0.03509311005473137,0.043814923614263535,0.3180272579193115,0.0031902603805065155,0.0528574213385582,0.0007538730278611183,8,6000,60
53,0.5869899392127991,0.6962752938270569,0.010631279088556767,0.009857313707470894,0.012224769219756126,0.3037247061729431,0.0006533131236210465,0.0065576378256082535,0.001213191426359117,18,6000,84
54,0.27397996187210083,0.7144058346748352,0.015422079712152481,0.023359354585409164,0.03472241386771202,0.2855941653251648,0.002830252982676029,0.007755412254482508,0.0009903250029310584,9,6000,67
55,0.16839131712913513,0.699656069278717,0.021073894575238228,0.022569619119167328,0.024115072563290596,0.30034393072128296,0.0007094558677636087,0.1625194400548935,0.0035712437238544226,23,6000,81
56,0.10778304189443588,0.7131761014461517,0.004106554202735424,0.008107413537800312,0.00997221004217863,0.28682389855384827,0.002062642714008689,0.04164305329322815,0.030262837186455727,6,6000,78
57,0.6364157199859619,0.7096228003501892,0.013842069543898106,0.015868021175265312,0.01861620508134365,0.2903771996498108,0.0018955483101308346,0.03352486714720726,0.022114289924502373,27,6000,80
58,0.3147621154785156,0.6921319663524628,0.011375490576028824,0.01913728192448616,0.02257717028260231,0.30786803364753723,0.0008882577531039715,0.023562666028738022,0.0009858518606051803,9,6000,69
59,0.5681537985801697,0.6950097978115082,0.012919793836772442,0.005887311417609453,0.007103376090526581,0.3049902021884918,0.001024281489662826,0.015405955724418163,0.01736707240343094,16,6000,79
60,0.19829343259334564,0.7033384740352631,0.0736171156167984,0.024797527119517326,0.02778562903404236,0.29666152596473694,0.0019435184076428413,0.006085813976824284,0.004426892846822739,17,6000,85
61,0.5141233205795288,0.7119905054569244,0.024783940985798836,0.042251382023096085,0.06544715166091919,0.28800949454307556,0.02182677574455738,0.01982388086616993,0.003982312045991421,28,6000,67
62,0.4342694580554962,0.692093551158905,0.12676452100276947,0.030204854905605316,0.0459258034825325,0.30790644884109497,0.003393986728042364,0.3253886103630066,0.005318734794855118,26,6000,62
63,0.3139939606189728,0.7263373732566833,0.09417811781167984,0.003397220280021429,0.004549806471914053,0.27366262674331665,0.0012691117590293288,0.052802205085754395,0.05243257060647011,14,6000,76
64,0.31494614481925964,0.7074989378452301,0.0035337714944034815,0.011765017174184322,0.017071792855858803,0.2925010621547699,0.0017778751207515597,0.05194491520524025,0.008967309258878231,0,6000,74
