avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
5.344086021505376,2.4516129032258065,2,79,12,0,93,0.021505376344086023,0.8494623655913979,0.12903225806451613,0.0,5000,s1s2
4.849462365591398,2.010752688172043,5,84,4,0,93,0.053763440860215055,0.9032258064516129,0.043010752688172046,0.0,10000,s1s2
4.774193548387097,1.903225806451613,6,82,5,0,93,0.06451612903225806,0.8817204301075269,0.053763440860215055,0.0,15000,s1s2
5.634408602150538,2.3010752688172045,26,65,2,0,93,0.27956989247311825,0.6989247311827957,0.021505376344086023,0.0,20000,s1s2
5.193548387096774,2.172043010752688,22,67,4,0,93,0.23655913978494625,0.7204301075268817,0.043010752688172046,0.0,25000,s1s2
5.139784946236559,2.3225806451612905,16,75,2,0,93,0.17204301075268819,0.8064516129032258,0.021505376344086023,0.0,30000,s1s2
4.935483870967742,2.129032258064516,22,68,3,0,93,0.23655913978494625,0.7311827956989247,0.03225806451612903,0.0,35000,s1s2
5.311827956989247,2.3118279569892475,26,65,1,1,93,0.27956989247311825,0.6989247311827957,0.010752688172043012,0.010752688172043012,40000,s1s2
5.010752688172043,2.053763440860215,20,71,1,1,93,0.21505376344086022,0.7634408602150538,0.010752688172043012,0.010752688172043012,45000,s1s2
5.247311827956989,2.21505376344086,21,69,3,0,93,0.22580645161290322,0.7419354838709677,0.03225806451612903,0.0,50000,s1s2
