avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_NO_EOS,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_NO_EOS,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
12.945945945945946,5.466216216216216,155,119,15,7,0,296,0.5236486486486487,0.40202702702702703,0.05067567567567568,0.02364864864864865,0.0,2000,s1s2
7.179054054054054,3.324324324324324,42,227,0,27,0,296,0.14189189189189189,0.7668918918918919,0,0.09121621621621621,0.0,4000,s1s2
6.9391891891891895,3.5675675675675675,10,249,0,37,0,296,0.033783783783783786,0.8412162162162162,0,0.125,0.0,6000,s1s2
6.601351351351352,3.445945945945946,7,260,0,29,0,296,0.02364864864864865,0.8783783783783784,0,0.09797297297297297,0.0,8000,s1s2
6.45945945945946,3.364864864864865,12,259,0,25,0,296,0.04054054054054054,0.875,0,0.08445945945945946,0.0,10000,s1s2
6.628378378378378,3.6385135135135136,14,252,0,30,0,296,0.0472972972972973,0.8513513513513513,0,0.10135135135135136,0.0,12000,s1s2
6.6925675675675675,3.7027027027027026,23,244,0,29,0,296,0.0777027027027027,0.8243243243243243,0,0.09797297297297297,0.0,14000,s1s2
6.58445945945946,3.675675675675676,46,224,0,26,0,296,0.1554054054054054,0.7567567567567568,0,0.08783783783783784,0.0,16000,s1s2
6.662162162162162,4.04054054054054,57,212,0,27,0,296,0.19256756756756757,0.7162162162162162,0,0.09121621621621621,0.0,18000,s1s2
6.716216216216216,3.918918918918919,44,225,0,27,0,296,0.14864864864864866,0.7601351351351351,0,0.09121621621621621,0.0,20000,s1s2
