avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
5.771739130434782,2.9239130434782608,0,85,7,0,92,0,0.9239130434782609,0.07608695652173914,0.0,5000,s1s2
5.239130434782608,2.3043478260869565,4,84,4,0,92,0.043478260869565216,0.9130434782608695,0.043478260869565216,0.0,10000,s1s2
5.260869565217392,2.380434782608696,4,86,2,0,92,0.043478260869565216,0.9347826086956522,0.021739130434782608,0.0,15000,s1s2
5.271739130434782,2.25,7,83,2,0,92,0.07608695652173914,0.9021739130434783,0.021739130434782608,0.0,20000,s1s2
5.206521739130435,2.119565217391304,11,79,2,0,92,0.11956521739130435,0.8586956521739131,0.021739130434782608,0.0,25000,s1s2
5.315217391304348,2.3152173913043477,11,80,1,0,92,0.11956521739130435,0.8695652173913043,0.010869565217391304,0.0,30000,s1s2
5.380434782608695,2.358695652173913,6,83,3,0,92,0.06521739130434782,0.9021739130434783,0.03260869565217391,0.0,35000,s1s2
5.163043478260869,2.3043478260869565,8,82,2,0,92,0.08695652173913043,0.8913043478260869,0.021739130434782608,0.0,40000,s1s2
5.532608695652174,2.4565217391304346,12,79,1,0,92,0.13043478260869565,0.8586956521739131,0.010869565217391304,0.0,45000,s1s2
5.282608695652174,2.282608695652174,13,76,3,0,92,0.14130434782608695,0.8260869565217391,0.03260869565217391,0.0,50000,s1s2
