avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
5.086021505376344,2.032258064516129,2,83,8,0,93,0.021505376344086023,0.8924731182795699,0.08602150537634409,0.0,5000,s1s2
5.182795698924731,1.956989247311828,6,81,6,0,93,0.06451612903225806,0.8709677419354839,0.06451612903225806,0.0,10000,s1s2
5.172043010752688,2.10752688172043,7,83,2,1,93,0.07526881720430108,0.8924731182795699,0.021505376344086023,0.010752688172043012,15000,s1s2
5.258064516129032,2.10752688172043,10,78,5,0,93,0.10752688172043011,0.8387096774193549,0.053763440860215055,0.0,20000,s1s2
5.075268817204301,1.935483870967742,11,76,6,0,93,0.11827956989247312,0.8172043010752689,0.06451612903225806,0.0,25000,s1s2
5.193548387096774,1.903225806451613,11,74,8,0,93,0.11827956989247312,0.7956989247311828,0.08602150537634409,0.0,30000,s1s2
5.268817204301075,2.182795698924731,14,71,8,0,93,0.15053763440860216,0.7634408602150538,0.08602150537634409,0.0,35000,s1s2
5.290322580645161,2.129032258064516,14,72,7,0,93,0.15053763440860216,0.7741935483870968,0.07526881720430108,0.0,40000,s1s2
5.440860215053763,2.3118279569892475,18,71,4,0,93,0.1935483870967742,0.7634408602150538,0.043010752688172046,0.0,45000,s1s2
5.279569892473118,2.150537634408602,14,74,5,0,93,0.15053763440860216,0.7956989247311828,0.053763440860215055,0.0,50000,s1s2
