avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_NO_STOP,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_INVALID_EDGE,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_NO_STOP,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_INVALID_EDGE,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
29.11111111111111,0.9777777777777777,132,1.7241379310344827,1.0,0.9851851851851852,133,0.9924812030075187,0.9924812030075187,132,132,133,133,0.4393939393939394,58,132,0.7068965517241379,41,58,0.3037037037037037,0.5407407407407407,73,0.007407407407407408,1,0.014814814814814815,2,1.0,1.5833333333333333,1.0,132,0.5407407407407407,73,0.9851851851851852,133,0.45185185185185184,61,1.0,135,10,51,0,74,0.07407407407407407,0.37777777777777777,0,0.5481481481481482,0.0,0,0.5481481481481482,74,0.42962962962962964,58,0.3037037037037037,41,2000,0.0,0.3037037037037037,41,41,0,0,s1s3,135,0.9777777777777777,132
29.11111111111111,0.9851851851851852,133,1.5797101449275361,1.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,0.518796992481203,69,133,0.6231884057971014,43,69,0.3185185185185185,0.725925925925926,98,0.007407407407407408,1,0.014814814814814815,2,1.0,1.3759398496240602,1.0,133,0.725925925925926,98,0.9851851851851852,133,0.5259259259259259,71,1.0,135,20,51,0,64,0.14814814814814814,0.37777777777777777,0,0.4740740740740741,0.0,0,0.4740740740740741,64,0.5111111111111111,69,0.31851851851851853,43,4000,5.551115123125783e-17,0.31851851851851853,43,43,0,0,s1s3,135,0.9851851851851852,133
29.11111111111111,0.9925925925925926,134,1.4,1.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,0.5263157894736842,70,133,0.37142857142857144,26,70,0.1925925925925926,0.5333333333333333,72,0.007407407407407408,1,0.014814814814814815,2,1.0,1.6940298507462686,1.0,134,0.5333333333333333,72,0.9851851851851852,133,0.5259259259259259,71,1.0,135,28,43,1,63,0.2074074074074074,0.31851851851851853,0.007407407407407408,0.4666666666666667,0.0,0,0.4740740740740741,64,0.5185185185185185,70,0.1925925925925926,26,6000,0.0,0.1925925925925926,26,26,0,0,s1s3,135,0.9925925925925926,134
29.11111111111111,1.0,135,1.2,1.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,0.518796992481203,69,133,0.3333333333333333,23,69,0.17037037037037034,0.43703703703703706,59,0.0,0,0.014814814814814815,2,1.0,1.8074074074074074,2.0,135,0.4444444444444444,60,0.9851851851851852,133,0.5185185185185185,70,1.0,135,27,43,1,64,0.2,0.31851851851851853,0.007407407407407408,0.4740740740740741,0.0,0,0.48148148148148145,65,0.5185185185185185,70,0.17037037037037037,23,8000,2.7755575615628914e-17,0.17037037037037037,23,23,0,0,s1s3,135,1.0,135
29.11111111111111,0.9851851851851852,133,1.4857142857142858,1.0,0.9703703703703703,131,1.0,1.0,131,131,131,131,0.5267175572519084,69,131,0.2318840579710145,16,69,0.11851851851851851,0.5851851851851851,79,0.007407407407407408,1,0.02962962962962963,4,1.0,1.5714285714285714,1.0,133,0.5925925925925926,80,0.9703703703703703,131,0.5333333333333333,72,1.0,135,24,48,1,62,0.17777777777777778,0.35555555555555557,0.007407407407407408,0.45925925925925926,0.0,0,0.4666666666666667,63,0.5185185185185185,70,0.11851851851851852,16,10000,1.3877787807814457e-17,0.11851851851851852,16,16,0,0,s1s3,135,0.9851851851851852,133
29.11111111111111,0.9851851851851852,133,1.6075949367088607,1.0,0.9629629629629629,130,1.0,1.0,130,130,130,130,0.5923076923076923,77,130,0.23376623376623376,18,77,0.1333333333333333,0.4666666666666667,63,0.007407407407407408,1,0.037037037037037035,5,1.0,1.9172932330827068,2.0,133,0.48148148148148145,65,0.9629629629629629,130,0.6,81,1.0,135,22,59,1,53,0.16296296296296298,0.43703703703703706,0.007407407407407408,0.3925925925925926,0.0,0,0.4,54,0.5851851851851851,79,0.13333333333333333,18,12000,2.7755575615628914e-17,0.13333333333333333,18,18,0,0,s1s3,135,0.9851851851851852,133
29.11111111111111,0.9629629629629629,130,1.5875,1.0,0.9629629629629629,130,0.9923076923076923,0.9923076923076923,129,129,130,130,0.6201550387596899,80,129,0.075,6,80,0.04444444444444444,0.4148148148148148,56,0.007407407407407408,1,0.037037037037037035,5,1.0,1.8461538461538463,2.0,130,0.4148148148148148,56,0.9629629629629629,130,0.6222222222222222,84,1.0,135,42,43,1,49,0.3111111111111111,0.31851851851851853,0.007407407407407408,0.362962962962963,0.0,0,0.37037037037037035,50,0.5925925925925926,80,0.044444444444444446,6,14000,6.938893903907228e-18,0.044444444444444446,6,6,0,0,s1s3,135,0.9629629629629629,130
29.11111111111111,0.9555555555555556,129,1.3125,1.0,0.9407407407407408,127,0.984251968503937,0.984251968503937,125,125,127,127,0.512,64,125,0.09375,6,64,0.044444444444444446,0.42962962962962964,58,0.014814814814814815,2,0.05925925925925926,8,1.0,2.2093023255813953,2.0,129,0.42962962962962964,58,0.9407407407407408,127,0.5185185185185185,70,1.0,135,39,33,2,61,0.28888888888888886,0.24444444444444444,0.014814814814814815,0.45185185185185184,0.0,0,0.4666666666666667,63,0.4740740740740741,64,0.044444444444444446,6,16000,0.0,0.044444444444444446,6,6,0,0,s1s3,135,0.9555555555555556,129
29.11111111111111,0.9481481481481482,128,1.4788732394366197,1.0,0.9407407407407408,127,0.9763779527559056,0.9763779527559056,124,124,127,127,0.5483870967741935,68,124,0.07352941176470588,5,68,0.03703703703703704,0.4962962962962963,67,0.014814814814814815,2,0.05925925925925926,8,1.0,1.671875,1.0,128,0.5185185185185185,70,0.9407407407407408,127,0.5777777777777777,78,1.0,135,43,35,1,56,0.31851851851851853,0.25925925925925924,0.007407407407407408,0.4148148148148148,0.0,0,0.4222222222222222,57,0.5259259259259259,71,0.037037037037037035,5,18000,-6.938893903907228e-18,0.037037037037037035,5,5,0,0,s1s3,135,0.9481481481481482,128
29.11111111111111,0.9703703703703703,131,1.4545454545454546,1.0,0.9185185185185185,124,0.9838709677419355,0.9838709677419355,122,122,124,124,0.5163934426229508,63,122,0.2222222222222222,14,63,0.1037037037037037,0.4,54,0.007407407407407408,1,0.08148148148148149,11,1.0,2.366412213740458,2.0,131,0.4222222222222222,57,0.9185185185185185,124,0.5185185185185185,70,1.0,135,28,45,10,52,0.2074074074074074,0.3333333333333333,0.07407407407407407,0.3851851851851852,0.0,0,0.45925925925925926,62,0.4888888888888889,66,0.1037037037037037,14,20000,0.0,0.1037037037037037,14,14,0,0,s1s3,135,0.9703703703703703,131
