prob_bridge_after_src_mean,prob_bridge_after_src_median,prob_continue_after_target_mean,prob_continue_after_target_median,prob_eos_after_bridge_mean,prob_eos_after_bridge_median,prob_eos_after_prompt_mean,prob_eos_after_prompt_median,prob_eos_after_src_mean,prob_eos_after_src_median,prob_eos_after_target_mean,prob_eos_after_target_median,prob_src_repeat_mean,prob_src_repeat_median,prob_target_after_bridge_mean,prob_target_after_bridge_median,prob_target_direct_after_src_mean,prob_target_direct_after_src_median,step
0.4428031613117653,0.35336801409721375,1.2440019183688693e-05,4.76837158203125e-07,0.4821921038284014,0.43152105808258057,0.0062888487387430525,1.3579880260294885e-06,0.17296098172437072,0.0003713458572747186,0.9999875599808163,0.9999995231628418,0.5850468967161658,0.6318260729312897,0.038167275063286425,0.0002156571572413668,0.0016249706745728885,3.1411764211952686e-05,2000
0.33045883132735526,0.12655118107795715,1.1986494064331054e-05,4.76837158203125e-07,0.6160300660291242,0.9139811396598816,0.010300080024821776,3.4020652606159274e-07,0.38113758264983516,0.08847569674253464,0.9999880135059357,0.9999995231628418,0.6707988917082548,0.8037223517894745,0.04558573950740299,5.669047277478967e-05,0.0007412412277157712,2.2918202375876717e-05,4000
0.3889562008622993,0.2400970384478569,1.6768905851576064e-05,1.9073486328125e-06,0.45125767407956663,0.296501487493515,0.0007823256980648867,3.738699660971179e-08,0.2223789921007053,0.00845761550590396,0.9999832310941484,0.9999980926513672,0.7753291367780831,0.9389970898628235,0.03612817201281252,4.1388437239220366e-05,0.00015559741721361123,5.087907311462914e-06,6000
0.3567874131769733,0.11419226229190826,3.0154122246636286e-05,5.424022674560547e-06,0.4205927727343319,0.2038641944527626,0.00017463205580661573,1.2676412808332316e-08,0.2372599624006563,0.014433793257921934,0.9999698458777534,0.9999945759773254,0.9053434698118104,0.9869758188724518,0.03754176099732029,2.4328545805474278e-05,6.0991612892335766e-05,3.835029247056809e-06,8000
0.3300960480828245,0.09653979539871216,2.181265089246962e-05,7.450580596923828e-06,0.17528084055653567,0.0011182757443748415,3.3969042359762414e-07,8.150180808019769e-10,0.09920532934534,0.0011886294814758003,0.9999781873491075,0.9999925494194031,0.9755520415306091,0.9974119067192078,0.04573489978033632,0.00012441119906725362,2.5387119708481818e-05,2.2622069764111075e-06,10000
0.2670789123975495,0.00869852676987648,4.178947872585721e-06,8.344650268554688e-07,0.1076739840319515,0.00011943116260226816,2.4673241157641897e-06,4.0044660643001606e-10,0.16996151695753006,0.003099227207712829,0.9999958210521274,0.9999991655349731,0.9683824735879898,0.9976687729358673,0.039920644518151444,0.00011359621930751018,8.324332084764427e-06,8.463935614599905e-07,12000
0.2827745278702666,0.010827099438756704,7.878012127346463e-06,4.76837158203125e-07,0.13161246877843183,0.00023350764968199655,3.12516098224878e-06,9.358093744360474e-10,0.19534048921865177,0.012818707153201103,0.9999921219878727,0.9999995231628418,0.9742019899023904,0.9986523389816284,0.04518022542168053,5.942074494669214e-05,5.647646061394982e-06,5.117140062793624e-07,14000
0.322362690300021,0.05179444141685963,2.2800763448079425e-06,2.384185791015625e-07,0.049815505583819815,5.714883627661038e-05,2.5716769016530847e-06,7.679971103513594e-10,0.12919513237711172,0.002831608639098704,0.9999977199236552,0.9999997615814209,0.983220874203576,0.9986778199672699,0.0456629028837151,8.597053601988591e-05,6.618633703778921e-06,5.894677883588884e-07,16000
0.3154391576851857,0.01927855797111988,5.7779418097602e-06,7.152557373046875e-07,0.08092277265774239,4.494576387514826e-05,4.021784505566293e-06,1.4835818684666435e-09,0.11855799803991053,0.002083934610709548,0.9999942220581902,0.9999992847442627,0.9697511447469394,0.9984497725963593,0.04147996285800449,4.0871547753340565e-05,8.225883830532934e-06,6.997853461143677e-07,18000
0.33406833425447174,0.01141520170494914,3.196928236219618e-06,1.1920928955078125e-07,0.1530856469639422,0.0004909032431896776,1.8320359452157534e-05,2.467316240206685e-09,0.16029069043528724,0.009218817576766014,0.9999968030717638,0.9999998807907104,0.9483084073331621,0.9952140152454376,0.03910013877650439,3.338416354381479e-05,2.2378716604211832e-06,2.62206484080707e-07,20000
