avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_NO_EOS,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_NO_EOS,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
7.362962962962963,2.214814814814815,3,29,8,8,87,135,0.022222222222222223,0.21481481481481482,0.05925925925925926,0.05925925925925926,0.6444444444444445,2000,s1s3
5.866666666666666,2.8074074074074074,1,26,0,0,108,135,0.007407407407407408,0.1925925925925926,0,0,0.8,4000,s1s3
6.088888888888889,3.140740740740741,1,22,0,0,112,135,0.007407407407407408,0.16296296296296298,0,0,0.8296296296296296,6000,s1s3
5.9037037037037035,2.933333333333333,2,22,0,0,111,135,0.014814814814814815,0.16296296296296298,0,0,0.8222222222222222,8000,s1s3
5.659259259259259,2.888888888888889,2,16,0,0,117,135,0.014814814814814815,0.11851851851851852,0,0,0.8666666666666667,10000,s1s3
5.851851851851852,3.162962962962963,2,16,0,0,117,135,0.014814814814814815,0.11851851851851852,0,0,0.8666666666666667,12000,s1s3
5.7407407407407405,2.903703703703704,2,16,0,0,117,135,0.014814814814814815,0.11851851851851852,0,0,0.8666666666666667,14000,s1s3
5.785185185185185,3.2,1,16,0,0,118,135,0.007407407407407408,0.11851851851851852,0,0,0.8740740740740741,16000,s1s3
5.725925925925926,3.037037037037037,1,16,0,0,118,135,0.007407407407407408,0.11851851851851852,0,0,0.8740740740740741,18000,s1s3
5.7481481481481485,3.096296296296296,1,16,0,0,118,135,0.007407407407407408,0.11851851851851852,0,0,0.8740740740740741,20000,s1s3
