decomposition_chain_rate,eventA_prime_rate,eventA_prime_total,eventB_prime_rate_given_A,eventB_prime_total,eventC_prime_rate_given_AB,eventC_prime_total,eventD_prime_rate_given_ABC,eventD_prime_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_CLEAN_SUCCESS,stage2_stop_reason_count_STOP_WITH_INVALID_EDGE,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_CLEAN_SUCCESS,stage2_stop_reason_rate_STOP_WITH_INVALID_EDGE,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_rate,success_total,task_type,total_pairs
0.037162162162162164,0.24324324324324326,72,1.0,72,1.0,72,0.1527777777777778,11,0.0,0,0.0,0,0,11,285,0,0,0.037162162162162164,0.9628378378378378,0,0.037162162162162164,11,1.0,296,0.0,0,5000,0.037162162162162164,11,s1s2,296
0.033783783783783786,0.2972972972972973,88,1.0,88,1.0,88,0.11363636363636363,10,0.0033783783783783786,1,0.0,0,1,10,285,0,0.0033783783783783786,0.033783783783783786,0.9628378378378378,0,0.033783783783783786,10,0.9966216216216216,295,0.0,0,10000,0.033783783783783786,10,s1s2,296
0.030405405405405404,0.2668918918918919,79,1.0,79,1.0,79,0.11392405063291139,9,0.010135135135135136,3,0.0,0,3,9,284,0,0.010135135135135136,0.030405405405405407,0.9594594594594594,0,0.030405405405405407,9,0.9898648648648649,293,0.0,0,15000,0.030405405405405407,9,s1s2,296
0.030405405405405407,0.28040540540540543,83,1.0,83,1.0,83,0.10843373493975904,9,0.0033783783783783786,1,0.0,0,1,9,286,0,0.0033783783783783786,0.030405405405405407,0.9662162162162162,0,0.030405405405405407,9,0.9966216216216216,295,0.0,0,20000,0.030405405405405407,9,s1s2,296
0.027027027027027032,0.30743243243243246,91,1.0,91,1.0,91,0.08791208791208792,8,0.0033783783783783786,1,0.0,0,1,8,287,0,0.0033783783783783786,0.02702702702702703,0.9695945945945946,0,0.02702702702702703,8,0.9966216216216216,295,0.0,0,25000,0.02702702702702703,8,s1s2,296
0.023648648648648646,0.28378378378378377,84,1.0,84,1.0,84,0.08333333333333333,7,0.0033783783783783786,1,0.0,0,1,7,288,0,0.0033783783783783786,0.02364864864864865,0.972972972972973,0,0.02364864864864865,7,0.9966216216216216,295,0.0,0,30000,0.02364864864864865,7,s1s2,296
0.04391891891891892,0.28378378378378377,84,1.0,84,1.0,84,0.15476190476190477,13,0.0,0,0.0,0,0,13,283,0,0,0.04391891891891892,0.956081081081081,0,0.04391891891891892,13,1.0,296,0.0,0,35000,0.04391891891891892,13,s1s2,296
0.037162162162162164,0.26013513513513514,77,1.0,77,1.0,77,0.14285714285714285,11,0.0,0,0.0,0,0,11,284,1,0,0.037162162162162164,0.9594594594594594,0.0033783783783783786,0.037162162162162164,11,1.0,296,0.0,0,40000,0.037162162162162164,11,s1s2,296
0.033783783783783786,0.2972972972972973,88,1.0,88,1.0,88,0.11363636363636363,10,0.0033783783783783786,1,0.0,0,1,10,285,0,0.0033783783783783786,0.033783783783783786,0.9628378378378378,0,0.033783783783783786,10,0.9966216216216216,295,0.0,0,45000,0.033783783783783786,10,s1s2,296
0.027027027027027032,0.28378378378378377,84,1.0,84,0.9880952380952381,83,0.0963855421686747,8,0.0033783783783783786,1,0.0,0,1,8,287,0,0.0033783783783783786,0.02702702702702703,0.9695945945945946,0,0.02702702702702703,8,0.9966216216216216,295,0.0,0,50000,0.02702702702702703,8,s1s2,296
