avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_SUCCESS,step,task_type
4.641891891891892,2.8412162162162162,285,0,11,296,0.9628378378378378,0,0.037162162162162164,5000,s1s2
4.881756756756757,2.864864864864865,286,0,10,296,0.9662162162162162,0,0.033783783783783786,10000,s1s2
4.885135135135135,2.9628378378378377,287,0,9,296,0.9695945945945946,0,0.030405405405405407,15000,s1s2
4.668918918918919,2.8716216216216215,287,0,9,296,0.9695945945945946,0,0.030405405405405407,20000,s1s2
4.783783783783784,2.8885135135135136,288,0,8,296,0.972972972972973,0,0.02702702702702703,25000,s1s2
4.837837837837838,2.935810810810811,289,0,7,296,0.9763513513513513,0,0.02364864864864865,30000,s1s2
4.5574324324324325,2.75,283,0,13,296,0.956081081081081,0,0.04391891891891892,35000,s1s2
4.554054054054054,2.810810810810811,284,1,11,296,0.9594594594594594,0.0033783783783783786,0.037162162162162164,40000,s1s2
4.614864864864865,2.766891891891892,286,0,10,296,0.9662162162162162,0,0.033783783783783786,45000,s1s2
4.733108108108108,2.9054054054054053,288,0,8,296,0.972972972972973,0,0.02702702702702703,50000,s1s2
