avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_NO_STOP,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_INVALID_EDGE,stage2_stop_reason_count_STOP_WITH_INVALID_TOKEN,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_NO_STOP,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_INVALID_EDGE,stage2_stop_reason_rate_STOP_WITH_INVALID_TOKEN,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
28.28148148148148,0.9629629629629629,130,1.7882352941176471,1.0,0.9703703703703703,131,0.9923664122137404,0.9923664122137404,130,130,131,131,0.6538461538461539,85,130,0.3764705882352941,32,85,0.23703703703703705,0.2814814814814815,38,0.0,0,0.02962962962962963,4,1.0,1.9,2.0,130,0.2814814814814815,38,0.9703703703703703,131,0.6666666666666666,90,1.0,135,39,51,1,1,43,0.28888888888888886,0.37777777777777777,0.007407407407407408,0.007407407407407408,0.31851851851851853,0.0,0,0.3333333333333333,45,0.6296296296296297,85,0.23703703703703705,32,2000,0.0,0.23703703703703705,32,32,0,0,s1s3,135,0.9481481481481482,128
28.28148148148148,0.9925925925925926,134,1.5128205128205128,1.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,0.5864661654135338,78,133,0.32051282051282054,25,78,0.18518518518518517,0.2814814814814815,38,0.0,0,0.014814814814814815,2,1.0,1.9776119402985075,2.0,134,0.2814814814814815,38,0.9851851851851852,133,0.5851851851851851,79,1.0,135,32,47,3,0,53,0.23703703703703705,0.34814814814814815,0.022222222222222223,0,0.3925925925925926,0.0,0,0.4148148148148148,56,0.5777777777777777,78,0.18518518518518517,25,4000,0.0,0.18518518518518517,25,25,0,0,s1s3,135,0.9851851851851852,133
28.28148148148148,0.9925925925925926,134,1.4675324675324675,1.0,0.9925925925925926,134,1.0,1.0,134,134,134,134,0.5746268656716418,77,134,0.06493506493506493,5,77,0.03703703703703703,0.3333333333333333,45,0.007407407407407408,1,0.007407407407407408,1,1.0,1.8656716417910448,2.0,134,0.3333333333333333,45,0.9925925925925926,134,0.5777777777777777,78,1.0,135,58,20,0,0,57,0.42962962962962964,0.14814814814814814,0,0,0.4222222222222222,0.0,0,0.4222222222222222,57,0.5703703703703704,77,0.037037037037037035,5,6000,6.938893903907228e-18,0.037037037037037035,5,5,0,0,s1s3,135,0.9925925925925926,134
28.28148148148148,1.0,135,1.855263157894737,2.0,1.0,135,1.0,1.0,135,135,135,135,0.562962962962963,76,135,0.11842105263157894,9,76,0.06666666666666667,0.4444444444444444,60,0.0,0,0.0,0,1.0,1.6962962962962962,2.0,135,0.4444444444444444,60,1.0,135,0.562962962962963,76,1.0,135,60,16,17,0,42,0.4444444444444444,0.11851851851851852,0.1259259259259259,0,0.3111111111111111,0.0,0,0.43703703703703706,59,0.562962962962963,76,0.06666666666666667,9,8000,0.0,0.06666666666666667,9,9,0,0,s1s3,135,1.0,135
28.28148148148148,1.0,135,1.605263157894737,1.0,0.9925925925925926,134,1.0,1.0,134,134,134,134,0.5671641791044776,76,134,0.10526315789473684,8,76,0.05925925925925925,0.43703703703703706,59,0.0,0,0.007407407407407408,1,1.0,1.6666666666666667,2.0,135,0.43703703703703706,59,0.9925925925925926,134,0.562962962962963,76,1.0,135,61,15,5,0,54,0.45185185185185184,0.1111111111111111,0.037037037037037035,0,0.4,0.0,0,0.43703703703703706,59,0.562962962962963,76,0.05925925925925926,8,10000,1.3877787807814457e-17,0.05925925925925926,8,8,0,0,s1s3,135,1.0,135
28.28148148148148,1.0,135,2.0789473684210527,2.0,1.0,135,1.0,1.0,135,135,135,135,0.562962962962963,76,135,0.07894736842105263,6,76,0.044444444444444446,0.6518518518518519,88,0.0,0,0.0,0,1.0,1.385185185185185,1.0,135,0.6518518518518519,88,1.0,135,0.562962962962963,76,1.0,135,67,9,4,0,55,0.4962962962962963,0.06666666666666667,0.02962962962962963,0,0.4074074074074074,0.0,0,0.43703703703703706,59,0.562962962962963,76,0.044444444444444446,6,12000,0.0,0.044444444444444446,6,6,0,0,s1s3,135,1.0,135
28.28148148148148,1.0,135,1.9210526315789473,2.0,1.0,135,1.0,1.0,135,135,135,135,0.562962962962963,76,135,0.039473684210526314,3,76,0.022222222222222223,0.5259259259259259,71,0.0,0,0.0,0,1.0,1.5777777777777777,1.0,135,0.5259259259259259,71,1.0,135,0.562962962962963,76,1.0,135,71,5,2,0,57,0.5259259259259259,0.037037037037037035,0.014814814814814815,0,0.4222222222222222,0.0,0,0.43703703703703706,59,0.562962962962963,76,0.022222222222222223,3,14000,0.0,0.022222222222222223,3,3,0,0,s1s3,135,1.0,135
28.28148148148148,1.0,135,2.3157894736842106,2.0,1.0,135,1.0,1.0,135,135,135,135,0.562962962962963,76,135,0.039473684210526314,3,76,0.022222222222222223,0.5703703703703704,77,0.0,0,0.0,0,1.0,1.525925925925926,1.0,135,0.5703703703703704,77,1.0,135,0.562962962962963,76,1.0,135,71,5,0,0,59,0.5259259259259259,0.037037037037037035,0,0,0.43703703703703706,0.0,0,0.43703703703703706,59,0.562962962962963,76,0.022222222222222223,3,16000,0.0,0.022222222222222223,3,3,0,0,s1s3,135,1.0,135
28.28148148148148,0.9851851851851852,133,1.8421052631578947,1.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,0.5714285714285714,76,133,0.0,0,76,0.0,0.6518518518518519,88,0.014814814814814815,2,0.014814814814814815,2,1.0,1.3609022556390977,1.0,133,0.6518518518518519,88,0.9851851851851852,133,0.5777777777777777,78,1.0,135,76,2,0,0,57,0.562962962962963,0.014814814814814815,0,0,0.4222222222222222,0.0,0,0.4222222222222222,57,0.562962962962963,76,0.0,0,18000,0.0,0.0,0,0,0,0,s1s3,135,0.9851851851851852,133
28.28148148148148,0.9777777777777777,132,2.0136986301369864,2.0,0.9777777777777777,132,1.0,1.0,132,132,132,132,0.553030303030303,73,132,0.0,0,73,0.0,0.674074074074074,91,0.022222222222222223,3,0.022222222222222223,3,1.0,1.3333333333333333,1.0,132,0.674074074074074,91,0.9777777777777777,132,0.562962962962963,76,1.0,135,74,2,0,0,59,0.5481481481481482,0.014814814814814815,0,0,0.43703703703703706,0.0,0,0.43703703703703706,59,0.5407407407407407,73,0.0,0,20000,0.0,0.0,0,0,0,0,s1s3,135,0.9777777777777777,132
