avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,stage2_available_rate,stage2_available_total,stage3_after_bridge_rate,stage3_after_bridge_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,total_pairs,used_stage2_rate,used_stage2_total
27.406666666666666,0.9955555555555555,448,4.152777777777778,4.0,0.9866666666666667,444,1.0,1.0,444,444,444,444,0.31756756756756754,141,444,0.7659574468085106,108,141,0.23999999999999996,0.43333333333333335,195,0.0,0,0.013333333333333334,6,1.0,1.9017857142857142,2.0,448,0.44222222222222224,199,0.9866666666666667,444,1.0,450,0.32,144,5000,2.7755575615628914e-17,0.24,108,108,0,0,450,0.9955555555555555,448
27.406666666666666,0.9422222222222222,424,3.6548672566371683,4.0,0.9266666666666666,417,0.9928057553956835,0.9928057553956835,414,414,417,417,0.2608695652173913,108,414,0.7685185185185185,83,108,0.18444444444444444,0.35555555555555557,160,0.011111111111111112,5,0.07333333333333333,33,1.0,1.9410377358490567,2.0,424,0.3711111111111111,167,0.9266666666666666,417,1.0,450,0.2511111111111111,113,10000,0.0,0.18444444444444444,83,83,0,0,450,0.9422222222222222,424
27.406666666666666,0.9,405,2.710526315789474,3.0,0.8866666666666667,399,0.9398496240601504,0.9398496240601504,375,375,399,399,0.36533333333333334,137,375,0.7956204379562044,109,137,0.24222222222222226,0.4177777777777778,188,0.006666666666666667,3,0.11333333333333333,51,1.0,1.674074074074074,1.0,405,0.4688888888888889,211,0.8866666666666667,399,1.0,450,0.3377777777777778,152,15000,-2.7755575615628914e-17,0.24222222222222223,109,109,0,0,450,0.9,405
27.406666666666666,0.8977777777777778,404,2.7569444444444446,3.0,0.8977777777777778,404,0.9306930693069307,0.9306930693069307,376,376,404,404,0.3404255319148936,128,376,0.8046875,103,128,0.2288888888888889,0.38222222222222224,172,0.006666666666666667,3,0.10222222222222223,46,0.9975308641975309,1.780246913580247,2.0,404,0.43333333333333335,195,0.8977777777777778,404,1.0,450,0.32,144,20000,0.0,0.2288888888888889,103,103,0,0,450,0.9,405
27.406666666666666,0.9066666666666666,408,2.895424836601307,3.0,0.8955555555555555,403,0.9454094292803971,0.9454094292803971,381,381,403,403,0.37270341207349084,142,381,0.8028169014084507,114,142,0.25333333333333335,0.3888888888888889,175,0.006666666666666667,3,0.10444444444444445,47,1.0,1.8602941176470589,2.0,408,0.4311111111111111,194,0.8955555555555555,403,1.0,450,0.34,153,25000,0.0,0.25333333333333335,114,114,0,0,450,0.9066666666666666,408
27.406666666666666,0.9111111111111111,410,2.720496894409938,2.0,0.8888888888888888,400,0.9525,0.9525,381,381,400,400,0.3858267716535433,147,381,0.7414965986394558,109,147,0.24222222222222223,0.42,189,0.008888888888888889,4,0.1111111111111111,50,1.0,1.7536585365853659,1.0,410,0.4666666666666667,210,0.8888888888888888,400,1.0,450,0.35777777777777775,161,30000,0.0,0.24222222222222223,109,109,0,0,450,0.9111111111111111,410
27.406666666666666,0.9066666666666666,408,2.708108108108108,2.0,0.88,396,0.9545454545454546,0.9545454545454546,378,378,396,396,0.4417989417989418,167,378,0.7485029940119761,125,167,0.27777777777777785,0.43333333333333335,195,0.011111111111111112,5,0.12,54,1.0,1.7573529411764706,1.0,408,0.48,216,0.88,396,1.0,450,0.4111111111111111,185,35000,-5.551115123125783e-17,0.2777777777777778,125,125,0,0,450,0.9066666666666666,408
27.406666666666666,0.9066666666666666,408,2.6533333333333333,2.0,0.8777777777777778,395,0.9443037974683545,0.9443037974683545,373,373,395,395,0.3512064343163539,131,373,0.7099236641221374,93,131,0.20666666666666664,0.4177777777777778,188,0.006666666666666667,3,0.12222222222222222,55,0.9975550122249389,1.7603911980440097,1.0,408,0.47333333333333333,213,0.8777777777777778,395,1.0,450,0.3333333333333333,150,40000,2.7755575615628914e-17,0.20666666666666667,93,93,0,0,450,0.9088888888888889,409
27.406666666666666,0.8955555555555555,403,2.4210526315789473,2.0,0.8866666666666667,399,0.9398496240601504,0.9398496240601504,375,375,399,399,0.416,156,375,0.7243589743589743,113,156,0.2511111111111111,0.44666666666666666,201,0.011111111111111112,5,0.11333333333333333,51,0.9975247524752475,1.683168316831683,1.0,403,0.49777777777777776,224,0.8866666666666667,399,1.0,450,0.38,171,45000,0.0,0.2511111111111111,113,113,0,0,450,0.8977777777777778,404
27.406666666666666,0.9066666666666666,408,2.586021505376344,2.0,0.8466666666666667,381,0.9501312335958005,0.9501312335958005,362,362,381,381,0.44751381215469616,162,362,0.8148148148148148,132,162,0.29333333333333333,0.4111111111111111,185,0.008888888888888889,4,0.15333333333333332,69,1.0,1.6936274509803921,1.0,408,0.4888888888888889,220,0.8466666666666667,381,1.0,450,0.41333333333333333,186,50000,0.0,0.29333333333333333,132,132,0,0,450,0.9066666666666666,408
