avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_SUCCESS,step
5.737777777777778,3.022222222222222,16,326,108,450,0.035555555555555556,0.7244444444444444,0.24,5000
5.464444444444444,2.6822222222222223,77,290,83,450,0.1711111111111111,0.6444444444444445,0.18444444444444444,10000
5.511111111111111,2.4755555555555557,138,203,109,450,0.30666666666666664,0.45111111111111113,0.24222222222222223,15000
5.528888888888889,2.468888888888889,145,202,103,450,0.32222222222222224,0.4488888888888889,0.2288888888888889,20000
5.9688888888888885,2.7577777777777777,168,168,114,450,0.37333333333333335,0.37333333333333335,0.25333333333333335,25000
5.773333333333333,2.608888888888889,156,185,109,450,0.3466666666666667,0.4111111111111111,0.24222222222222223,30000
5.837777777777778,2.5844444444444443,164,161,125,450,0.36444444444444446,0.35777777777777775,0.2777777777777778,35000
5.562222222222222,2.497777777777778,161,196,93,450,0.35777777777777775,0.43555555555555553,0.20666666666666667,40000
5.5311111111111115,2.4244444444444446,155,182,113,450,0.34444444444444444,0.40444444444444444,0.2511111111111111,45000
5.762222222222222,2.5933333333333333,161,157,132,450,0.35777777777777775,0.3488888888888889,0.29333333333333333,50000
