avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_STOP_AT_OTHER,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_INVALID_EDGE,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_STOP_AT_OTHER,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_INVALID_EDGE,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
27.406666666666666,0.9955555555555555,448,4.632530120481928,5.0,0.9977777777777778,449,0.9977728285077951,0.9977728285077951,448,448,449,449,0.3705357142857143,166,448,0.7048192771084337,117,166,0.26,0.27111111111111114,122,0.0,0,0.0022222222222222222,1,1.0,2.138392857142857,2.0,448,0.27111111111111114,122,0.9977777777777778,449,0.37333333333333335,168,1.0,450,0,168,3,279,0,0.37333333333333335,0.006666666666666667,0.62,0.0,0,0.6266666666666667,282,0.3688888888888889,166,0.26,117,5000,0.0,0.26,117,117,0,0,s1s3,450,0.9955555555555555,448
27.406666666666666,0.9644444444444444,434,3.7549019607843137,4.0,0.98,441,0.981859410430839,0.981859410430839,433,433,441,441,0.46882217090069284,203,433,0.8571428571428571,174,203,0.3866666666666666,0.3333333333333333,150,0.0022222222222222222,1,0.02,9,1.0,2.0829493087557602,2.0,434,0.33555555555555555,151,0.98,441,0.48444444444444446,218,1.0,450,3,218,11,218,0.006666666666666667,0.48444444444444446,0.024444444444444446,0.48444444444444446,0.0,0,0.5088888888888888,229,0.4533333333333333,204,0.38666666666666666,174,10000,5.551115123125783e-17,0.38666666666666666,174,174,0,0,s1s3,450,0.9644444444444444,434
27.406666666666666,0.9222222222222223,415,3.3540372670807455,3.0,0.9355555555555556,421,0.9833729216152018,0.9833729216152018,414,414,421,421,0.3864734299516908,160,414,0.8625,138,160,0.30666666666666664,0.42444444444444446,191,0.011111111111111112,5,0.06444444444444444,29,1.0,1.8602409638554216,2.0,415,0.42444444444444446,191,0.9355555555555556,421,0.43333333333333335,195,1.0,450,2,195,18,235,0.0044444444444444444,0.43333333333333335,0.04,0.5222222222222223,0.0,0,0.5622222222222222,253,0.35777777777777775,161,0.30666666666666664,138,15000,0.0,0.30666666666666664,138,138,0,0,s1s3,450,0.9222222222222223,415
27.406666666666666,0.8866666666666667,399,2.9482758620689653,3.0,0.8822222222222222,397,0.9622166246851386,0.9622166246851386,382,382,397,397,0.4214659685863874,161,382,0.8260869565217391,133,161,0.2955555555555555,0.35333333333333333,159,0.011111111111111112,5,0.11777777777777777,53,1.0,1.944862155388471,2.0,399,0.3844444444444444,173,0.8822222222222222,397,0.4866666666666667,219,1.0,450,6,219,30,195,0.013333333333333334,0.4866666666666667,0.06666666666666667,0.43333333333333335,0.0,0,0.5,225,0.38666666666666666,174,0.29555555555555557,133,20000,5.551115123125783e-17,0.29555555555555557,133,133,0,0,s1s3,450,0.8866666666666667,399
27.406666666666666,0.8711111111111111,392,3.0174418604651163,3.0,0.8533333333333334,384,0.9635416666666666,0.9635416666666666,370,370,384,384,0.4297297297297297,159,370,0.7987421383647799,127,159,0.28222222222222226,0.4,180,0.013333333333333334,6,0.14666666666666667,66,1.0,1.808673469387755,1.5,392,0.43555555555555553,196,0.8533333333333334,384,0.5044444444444445,227,1.0,450,6,227,56,161,0.013333333333333334,0.5044444444444445,0.12444444444444444,0.35777777777777775,0.0,0,0.4822222222222222,217,0.38222222222222224,172,0.2822222222222222,127,25000,-5.551115123125783e-17,0.2822222222222222,127,127,0,0,s1s3,450,0.8711111111111111,392
27.406666666666666,0.8888888888888888,400,3.1017964071856285,3.0,0.8577777777777778,386,0.9818652849740933,0.9818652849740933,379,379,386,386,0.41424802110817943,157,379,0.821656050955414,129,157,0.2866666666666667,0.40444444444444444,182,0.013333333333333334,6,0.14222222222222222,64,0.9975062344139651,1.798004987531172,2.0,400,0.44,198,0.8577777777777778,386,0.4711111111111111,212,1.0,450,5,212,55,178,0.011111111111111112,0.4711111111111111,0.12222222222222222,0.39555555555555555,0.0,0,0.5177777777777778,233,0.3711111111111111,167,0.2866666666666667,129,30000,0.0,0.2866666666666667,129,129,0,0,s1s3,450,0.8911111111111111,401
27.406666666666666,0.9088888888888889,409,2.9567567567567568,3.0,0.8955555555555555,403,0.9727047146401985,0.9727047146401985,392,392,403,403,0.44387755102040816,174,392,0.7701149425287356,134,174,0.29777777777777775,0.5088888888888888,229,0.008888888888888889,4,0.10444444444444445,47,0.9975609756097561,1.6512195121951219,1.0,409,0.5288888888888889,238,0.8955555555555555,403,0.5022222222222222,226,1.0,450,2,226,33,189,0.0044444444444444444,0.5022222222222222,0.07333333333333333,0.42,0.0,0,0.49333333333333335,222,0.4111111111111111,185,0.29777777777777775,134,35000,0.0,0.29777777777777775,134,134,0,0,s1s3,450,0.9111111111111111,410
27.406666666666666,0.8866666666666667,399,3.0,3.0,0.8688888888888889,391,0.9462915601023018,0.9462915601023018,370,370,391,391,0.4486486486486487,166,370,0.7469879518072289,124,166,0.27555555555555555,0.47333333333333333,213,0.011111111111111112,5,0.13111111111111112,59,1.0,1.7293233082706767,1.0,399,0.5022222222222222,226,0.8688888888888889,391,0.5088888888888888,229,1.0,450,2,229,53,166,0.0044444444444444444,0.5088888888888888,0.11777777777777777,0.3688888888888889,0.0,0,0.4866666666666667,219,0.39555555555555555,178,0.27555555555555555,124,40000,0.0,0.27555555555555555,124,124,0,0,s1s3,450,0.8866666666666667,399
27.406666666666666,0.8755555555555555,394,2.933333333333333,3.0,0.8711111111111111,392,0.9413265306122449,0.9413265306122449,369,369,392,392,0.3821138211382114,141,369,0.7588652482269503,107,141,0.23777777777777778,0.45111111111111113,203,0.013333333333333334,6,0.1288888888888889,58,1.0,1.7893401015228427,1.0,394,0.47333333333333333,213,0.8711111111111111,392,0.4666666666666667,210,1.0,450,1,210,53,186,0.0022222222222222222,0.4666666666666667,0.11777777777777777,0.41333333333333333,0.0,0,0.5311111111111111,239,0.3333333333333333,150,0.23777777777777778,107,45000,0.0,0.23777777777777778,107,107,0,0,s1s3,450,0.8755555555555555,394
27.406666666666666,0.8533333333333334,384,2.9806451612903224,3.0,0.8422222222222222,379,0.9313984168865436,0.9313984168865436,353,353,379,379,0.40509915014164305,143,353,0.7692307692307693,110,143,0.24444444444444446,0.45555555555555555,205,0.008888888888888889,4,0.15777777777777777,71,0.9973958333333334,1.6458333333333333,1.0,383,0.4911111111111111,221,0.8422222222222222,379,0.49777777777777776,224,1.0,450,1,224,64,161,0.0022222222222222222,0.49777777777777776,0.14222222222222222,0.35777777777777775,0.0,0,0.5,225,0.34444444444444444,155,0.24444444444444444,110,50000,-2.7755575615628914e-17,0.24444444444444444,110,110,0,0,s1s3,450,0.8533333333333334,384
