avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_SUCCESS,step,task_type
6.826666666666667,3.7777777777777777,6,327,117,450,0.013333333333333334,0.7266666666666667,0.26,5000,s1s3
6.228888888888889,2.9955555555555557,31,245,174,450,0.06888888888888889,0.5444444444444444,0.38666666666666666,10000,s1s3
5.397777777777778,2.508888888888889,54,258,138,450,0.12,0.5733333333333334,0.30666666666666664,15000,s1s3
5.466666666666667,2.351111111111111,92,225,133,450,0.20444444444444446,0.5,0.29555555555555557,20000,s1s3
5.806666666666667,2.6644444444444444,128,195,127,450,0.28444444444444444,0.43333333333333335,0.2822222222222222,25000,s1s3
5.58,2.562222222222222,116,205,129,450,0.2577777777777778,0.45555555555555555,0.2866666666666667,30000,s1s3
5.504444444444444,2.631111111111111,92,224,134,450,0.20444444444444446,0.49777777777777776,0.29777777777777775,35000,s1s3
5.493333333333333,2.471111111111111,127,199,124,450,0.2822222222222222,0.44222222222222224,0.27555555555555555,40000,s1s3
5.346666666666667,2.4066666666666667,127,216,107,450,0.2822222222222222,0.48,0.23777777777777778,45000,s1s3
5.5,2.5155555555555558,157,183,110,450,0.3488888888888889,0.4066666666666667,0.24444444444444444,50000,s1s3
