avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_NO_STOP,stage2_stop_reason_count_STOP_AT_OTHER,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_INVALID_EDGE,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_NO_STOP,stage2_stop_reason_rate_STOP_AT_OTHER,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_INVALID_EDGE,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
28.385185185185186,0.7703703703703704,104,1.3611111111111112,1.0,0.8,108,0.9629629629629629,0.9629629629629629,104,104,108,108,0.6923076923076923,72,104,0.75,54,72,0.4,0.4962962962962963,67,0.0,0,0.2,27,1.0,1.4326923076923077,1.0,104,0.4962962962962963,67,0.8,108,0.5777777777777777,78,1.0,135,2,25,76,0,32,0.014814814814814815,0.18518518518518517,0.562962962962963,0,0.23703703703703705,0.0,0,0.23703703703703705,32,0.5333333333333333,72,0.4,54,2000,0.0,0.4,54,54,0,0,s1s3,135,0.7703703703703704,104
28.385185185185186,0.9037037037037037,122,1.2650602409638554,1.0,0.9037037037037037,122,0.9836065573770492,0.9836065573770492,120,120,122,122,0.675,81,120,0.7407407407407407,60,81,0.4444444444444444,0.5555555555555556,75,0.0,0,0.0962962962962963,13,1.0,1.4508196721311475,1.0,122,0.5703703703703704,77,0.9037037037037037,122,0.6592592592592592,89,1.0,135,13,7,76,0,39,0.0962962962962963,0.05185185185185185,0.562962962962963,0,0.28888888888888886,0.0,0,0.28888888888888886,39,0.6148148148148148,83,0.4444444444444444,60,4000,0.0,0.4444444444444444,60,60,0,0,s1s3,135,0.9037037037037037,122
28.385185185185186,0.7407407407407407,100,1.1,1.0,0.7185185185185186,97,0.9381443298969072,0.9381443298969072,91,91,97,97,0.6703296703296703,61,91,0.21311475409836064,13,61,0.0962962962962963,0.2814814814814815,38,0.044444444444444446,6,0.2814814814814815,38,1.0,3.57,2.0,100,0.2962962962962963,40,0.7185185185185186,97,0.725925925925926,98,1.0,135,33,7,65,0,30,0.24444444444444444,0.05185185185185185,0.48148148148148145,0,0.2222222222222222,0.0,0,0.2222222222222222,30,0.5185185185185185,70,0.0962962962962963,13,6000,0.0,0.0962962962962963,13,13,0,0,s1s3,135,0.7407407407407407,100
28.385185185185186,0.7111111111111111,96,1.3043478260869565,1.0,0.7111111111111111,96,0.9479166666666666,0.9479166666666666,91,91,96,96,0.7032967032967034,64,91,0.125,8,64,0.05925925925925926,0.43703703703703706,59,0.037037037037037035,5,0.28888888888888886,39,1.0,1.8958333333333333,1.0,96,0.45925925925925926,62,0.7111111111111111,96,0.7037037037037037,95,1.0,135,24,13,71,0,27,0.17777777777777778,0.0962962962962963,0.5259259259259259,0,0.2,0.0,0,0.2,27,0.5111111111111111,69,0.05925925925925926,8,8000,0.0,0.05925925925925926,8,8,0,0,s1s3,135,0.7111111111111111,96
28.385185185185186,0.8222222222222222,111,1.3013698630136987,1.0,0.7777777777777778,105,0.9904761904761905,0.9904761904761905,104,104,105,105,0.6346153846153846,66,104,0.18181818181818182,12,66,0.08888888888888889,0.42962962962962964,58,0.037037037037037035,5,0.2222222222222222,30,1.0,1.8018018018018018,1.0,111,0.45925925925925926,62,0.7777777777777778,105,0.6888888888888889,93,1.0,135,27,4,66,0,38,0.2,0.02962962962962963,0.4888888888888889,0,0.2814814814814815,0.0,0,0.2814814814814815,38,0.5407407407407407,73,0.08888888888888889,12,10000,0.0,0.08888888888888889,12,12,0,0,s1s3,135,0.8222222222222222,111
28.385185185185186,0.837037037037037,113,1.5774647887323943,1.0,0.7925925925925926,107,0.9906542056074766,0.9906542056074766,106,106,107,107,0.6226415094339622,66,106,0.09090909090909091,6,66,0.044444444444444446,0.4666666666666667,63,0.02962962962962963,4,0.2074074074074074,28,1.0,2.0442477876106193,1.0,113,0.4962962962962963,67,0.7925925925925926,107,0.6888888888888889,93,1.0,135,36,1,58,1,39,0.26666666666666666,0.007407407407407408,0.42962962962962964,0.007407407407407408,0.28888888888888886,0.0,0,0.2962962962962963,40,0.5259259259259259,71,0.044444444444444446,6,12000,0.0,0.044444444444444446,6,6,0,0,s1s3,135,0.837037037037037,113
28.385185185185186,0.8074074074074075,109,1.5466666666666666,1.0,0.7185185185185186,97,0.9690721649484536,0.9690721649484536,94,94,97,97,0.6382978723404256,60,94,0.08333333333333333,5,60,0.037037037037037035,0.4962962962962963,67,0.044444444444444446,6,0.2814814814814815,38,1.0,2.9541284403669725,1.0,109,0.5407407407407407,73,0.7185185185185186,97,0.6888888888888889,93,1.0,135,40,8,53,0,34,0.2962962962962963,0.05925925925925926,0.3925925925925926,0,0.2518518518518518,0.0,0,0.2518518518518518,34,0.5555555555555556,75,0.037037037037037035,5,14000,0.0,0.037037037037037035,5,5,0,0,s1s3,135,0.8074074074074075,109
28.385185185185186,0.7925925925925926,107,1.2835820895522387,1.0,0.6888888888888889,93,0.989247311827957,0.989247311827957,92,92,93,93,0.6304347826086957,58,92,0.034482758620689655,2,58,0.014814814814814815,0.3925925925925926,53,0.05185185185185185,7,0.3111111111111111,42,1.0,5.327102803738318,1.0,107,0.4,54,0.6888888888888889,93,0.725925925925926,98,1.0,135,62,1,38,0,34,0.45925925925925926,0.007407407407407408,0.2814814814814815,0,0.2518518518518518,0.0,0,0.2518518518518518,34,0.4962962962962963,67,0.014814814814814815,2,16000,0.0,0.014814814814814815,2,2,0,0,s1s3,135,0.7925925925925926,107
28.385185185185186,0.7481481481481481,101,1.2903225806451613,1.0,0.7037037037037037,95,0.9789473684210527,0.9789473684210527,93,93,95,95,0.5913978494623656,55,93,0.03636363636363636,2,55,0.014814814814814815,0.4074074074074074,55,0.05185185185185185,7,0.2962962962962963,40,1.0,3.5742574257425743,1.0,101,0.4148148148148148,56,0.7037037037037037,95,0.7037037037037037,95,1.0,135,79,1,17,0,38,0.5851851851851851,0.007407407407407408,0.1259259259259259,0,0.2814814814814815,0.0,0,0.2814814814814815,38,0.45925925925925926,62,0.014814814814814815,2,18000,0.0,0.014814814814814815,2,2,0,0,s1s3,135,0.7481481481481481,101
28.385185185185186,0.8814814814814815,119,2.1818181818181817,2.0,0.7481481481481481,101,1.0,1.0,101,101,101,101,0.6138613861386139,62,101,0.06451612903225806,4,62,0.029629629629629627,0.5037037037037037,68,0.037037037037037035,5,0.2518518518518518,34,1.0,3.7983193277310923,1.0,119,0.5407407407407407,73,0.7481481481481481,101,0.6888888888888889,93,1.0,135,56,1,38,2,38,0.4148148148148148,0.007407407407407408,0.2814814814814815,0.014814814814814815,0.2814814814814815,0.0,0,0.2962962962962963,40,0.5703703703703704,77,0.02962962962962963,4,20000,3.469446951953614e-18,0.02962962962962963,4,4,0,0,s1s3,135,0.8740740740740741,118
