avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_MISSING_TARGET,count_NO_EOS,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_MISSING_TARGET,rate_NO_EOS,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
7.144444444444445,2.8533333333333335,7,35,11,47,350,450,0.015555555555555555,0.07777777777777778,0.024444444444444446,0.10444444444444445,0.7777777777777778,2000,s1s3
5.691111111111111,2.4955555555555557,11,110,0,1,328,450,0.024444444444444446,0.24444444444444444,0,0.0022222222222222222,0.7288888888888889,4000,s1s3
5.335555555555556,2.537777777777778,6,139,0,0,305,450,0.013333333333333334,0.3088888888888889,0,0,0.6777777777777778,6000,s1s3
5.18,2.477777777777778,2,166,0,0,282,450,0.0044444444444444444,0.3688888888888889,0,0,0.6266666666666667,8000,s1s3
5.02,2.1666666666666665,5,198,0,0,247,450,0.011111111111111112,0.44,0,0,0.5488888888888889,10000,s1s3
4.986666666666666,2.2111111111111112,5,193,0,0,252,450,0.011111111111111112,0.4288888888888889,0,0,0.56,12000,s1s3
5.424444444444444,2.506666666666667,5,162,0,0,283,450,0.011111111111111112,0.36,0,0,0.6288888888888889,14000,s1s3
5.72,2.8022222222222224,5,142,0,0,303,450,0.011111111111111112,0.31555555555555553,0,0,0.6733333333333333,16000,s1s3
5.96,3.042222222222222,3,112,0,0,335,450,0.006666666666666667,0.24888888888888888,0,0,0.7444444444444445,18000,s1s3
6.48,3.4844444444444442,2,76,0,0,372,450,0.0044444444444444444,0.1688888888888889,0,0,0.8266666666666667,20000,s1s3
