avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_NO_STOP,stage2_stop_reason_count_STOP_AT_OTHER,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_INVALID_EDGE,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_NO_STOP,stage2_stop_reason_rate_STOP_AT_OTHER,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_INVALID_EDGE,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
28.28148148148148,1.0,135,4.333333333333333,5.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,0.5112781954887218,68,133,0.8382352941176471,57,68,0.42222222222222217,0.6592592592592592,89,0.0,0,0.014814814814814815,2,1.0,1.4296296296296296,1.0,135,0.674074074074074,91,0.9851851851851852,133,0.5111111111111111,69,1.0,135,0,0,69,5,61,0,0,0.5111111111111111,0.037037037037037035,0.45185185185185184,0.0,0,0.4888888888888889,66,0.5111111111111111,69,0.4222222222222222,57,5000,5.551115123125783e-17,0.4222222222222222,57,57,0,0,s1s3,135,1.0,135
28.28148148148148,0.9925925925925926,134,3.347826086956522,3.0,0.9777777777777777,132,1.0,1.0,132,132,132,132,0.3409090909090909,45,132,0.8888888888888888,40,45,0.2962962962962963,0.5925925925925926,80,0.0,0,0.022222222222222223,3,1.0,1.544776119402985,1.0,134,0.6074074074074074,82,0.9777777777777777,132,0.34814814814814815,47,1.0,135,0,0,47,9,79,0,0,0.34814814814814815,0.06666666666666667,0.5851851851851851,0.0,0,0.6518518518518519,88,0.34074074074074073,46,0.2962962962962963,40,10000,0.0,0.2962962962962963,40,40,0,0,s1s3,135,0.9925925925925926,134
28.28148148148148,0.9481481481481482,128,2.4651162790697674,2.0,0.9185185185185185,124,0.9919354838709677,0.9919354838709677,123,123,124,124,0.3252032520325203,40,123,0.825,33,40,0.2444444444444444,0.4666666666666667,63,0.007407407407407408,1,0.08148148148148149,11,0.9846153846153847,1.7615384615384615,1.0,128,0.5037037037037037,68,0.9185185185185185,124,0.35555555555555557,48,1.0,135,1,0,48,18,68,0.007407407407407408,0,0.35555555555555557,0.13333333333333333,0.5037037037037037,0.0,0,0.6370370370370371,86,0.31851851851851853,43,0.24444444444444444,33,15000,2.7755575615628914e-17,0.24444444444444444,33,33,0,0,s1s3,135,0.9629629629629629,130
28.28148148148148,0.9481481481481482,128,2.74,3.0,0.9037037037037037,122,0.9918032786885246,0.9918032786885246,121,121,122,122,0.3884297520661157,47,121,0.851063829787234,40,47,0.2962962962962963,0.5259259259259259,71,0.007407407407407408,1,0.0962962962962963,13,1.0,1.609375,1.0,128,0.562962962962963,76,0.9037037037037037,122,0.4222222222222222,57,1.0,135,0,0,57,15,63,0,0,0.4222222222222222,0.1111111111111111,0.4666666666666667,0.0,0,0.5777777777777777,78,0.37037037037037035,50,0.2962962962962963,40,20000,0.0,0.2962962962962963,40,40,0,0,s1s3,135,0.9481481481481482,128
28.28148148148148,0.9333333333333333,126,2.8222222222222224,3.0,0.8962962962962963,121,0.9669421487603306,0.9669421487603306,117,117,121,121,0.358974358974359,42,117,0.8095238095238095,34,42,0.2518518518518518,0.5333333333333333,72,0.007407407407407408,1,0.1037037037037037,14,0.9921259842519685,1.5433070866141732,1.0,126,0.5925925925925926,80,0.8962962962962963,121,0.362962962962963,49,1.0,135,0,4,49,21,61,0,0.02962962962962963,0.362962962962963,0.15555555555555556,0.45185185185185184,0.0,0,0.6074074074074074,82,0.3333333333333333,45,0.2518518518518518,34,25000,0.0,0.2518518518518518,34,34,0,0,s1s3,135,0.9407407407407408,127
28.28148148148148,0.9703703703703703,131,2.8181818181818183,3.0,0.8962962962962963,121,0.9834710743801653,0.9834710743801653,119,119,121,121,0.2605042016806723,31,119,0.6451612903225806,20,31,0.14814814814814817,0.6074074074074074,82,0.0,0,0.1037037037037037,14,0.9923664122137404,1.4427480916030535,1.0,130,0.6888888888888889,93,0.8962962962962963,121,0.2740740740740741,37,1.0,135,0,1,36,21,77,0,0.007407407407407408,0.26666666666666666,0.15555555555555556,0.5703703703703704,0.0,0,0.725925925925926,98,0.24444444444444444,33,0.14814814814814814,20,30000,-2.7755575615628914e-17,0.14814814814814814,20,20,0,0,s1s3,135,0.9703703703703703,131
28.28148148148148,0.9777777777777777,132,3.019607843137255,3.0,0.8666666666666667,117,0.9914529914529915,0.9914529914529915,116,116,117,117,0.3879310344827586,45,116,0.8666666666666667,39,45,0.28888888888888886,0.6296296296296297,85,0.007407407407407408,1,0.13333333333333333,18,1.0,1.3333333333333333,1.0,132,0.7333333333333333,99,0.8666666666666667,117,0.4222222222222222,57,1.0,135,0,0,54,17,64,0,0,0.4,0.1259259259259259,0.4740740740740741,0.0,0,0.6,81,0.37777777777777777,51,0.28888888888888886,39,35000,0.0,0.28888888888888886,39,39,0,0,s1s3,135,0.9777777777777777,132
28.28148148148148,0.9703703703703703,131,2.627906976744186,3.0,0.9037037037037037,122,0.9918032786885246,0.9918032786885246,121,121,122,122,0.3140495867768595,38,121,0.6578947368421053,25,38,0.1851851851851852,0.5851851851851851,79,0.007407407407407408,1,0.0962962962962963,13,0.9924242424242424,1.4318181818181819,1.0,131,0.6666666666666666,90,0.9037037037037037,122,0.34074074074074073,46,1.0,135,0,1,44,16,74,0,0.007407407407407408,0.32592592592592595,0.11851851851851852,0.5481481481481482,0.0,0,0.6666666666666666,90,0.31851851851851853,43,0.18518518518518517,25,40000,-2.7755575615628914e-17,0.18518518518518517,25,25,0,0,s1s3,135,0.9777777777777777,132
28.28148148148148,0.9777777777777777,132,2.8048780487804876,3.0,0.8666666666666667,117,1.0,1.0,117,117,117,117,0.29914529914529914,35,117,0.6,21,35,0.15555555555555553,0.5555555555555556,75,0.007407407407407408,1,0.13333333333333333,18,1.0,1.4015151515151516,1.0,132,0.6666666666666666,90,0.8666666666666667,117,0.3333333333333333,45,1.0,135,0,0,45,15,75,0,0,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.0,0,0.6666666666666666,90,0.3037037037037037,41,0.15555555555555556,21,45000,2.7755575615628914e-17,0.15555555555555556,21,21,0,0,s1s3,135,0.9777777777777777,132
28.28148148148148,0.9481481481481482,128,2.6666666666666665,2.0,0.8444444444444444,114,1.0,1.0,114,114,114,114,0.37719298245614036,43,114,0.7906976744186046,34,43,0.2518518518518518,0.5777777777777777,78,0.007407407407407408,1,0.15555555555555556,21,1.0,1.421875,1.0,128,0.6814814814814815,92,0.8444444444444444,114,0.4074074074074074,55,1.0,135,0,1,55,17,62,0,0.007407407407407408,0.4074074074074074,0.1259259259259259,0.45925925925925926,0.0,0,0.5851851851851851,79,0.35555555555555557,48,0.2518518518518518,34,50000,0.0,0.2518518518518518,34,34,0,0,s1s3,135,0.9481481481481482,128
