avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_NO_STOP,stage2_stop_reason_count_STOP_AT_OTHER,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_NO_STOP,stage2_stop_reason_rate_STOP_AT_OTHER,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
27.406666666666666,0.9533333333333334,429,1.8934624697336562,1.0,0.9844444444444445,443,0.9661399548532731,0.9661399548532731,428,428,443,443,0.9649532710280374,413,428,0.9055690072639225,374,413,0.831111111111111,0.3844444444444444,173,0.006666666666666667,3,0.015555555555555555,7,1.0,2.5594405594405596,2.0,429,0.3844444444444444,173,0.9844444444444445,443,0.9555555555555556,430,1.0,450,1,5,429,15,0.0022222222222222222,0.011111111111111112,0.9533333333333334,0.03333333333333333,0.0,0,0.03333333333333333,15,0.9177777777777778,413,0.8311111111111111,374,2000,1.1102230246251565e-16,0.8311111111111111,374,374,0,0,s1s3,450,0.9533333333333334,429
27.406666666666666,0.9444444444444444,425,3.0050632911392405,3.0,0.9866666666666667,444,0.9572072072072072,0.9572072072072072,425,425,444,444,0.9294117647058824,395,425,1.0,395,395,0.8777777777777778,0.3688888888888889,166,0.0044444444444444444,2,0.013333333333333334,6,1.0,2.0352941176470587,2.0,425,0.3688888888888889,166,0.9866666666666667,444,0.9177777777777778,413,1.0,450,0,7,413,30,0,0.015555555555555555,0.9177777777777778,0.06666666666666667,0.0,0,0.06666666666666667,30,0.8777777777777778,395,0.8777777777777778,395,4000,0.0,0.8777777777777778,395,395,0,0,s1s3,450,0.9444444444444444,425
27.406666666666666,0.9266666666666666,417,2.8775,3.0,0.9644444444444444,434,0.9608294930875576,0.9608294930875576,417,417,434,434,0.9592326139088729,400,417,0.9725,389,400,0.8644444444444445,0.33111111111111113,149,0.008888888888888889,4,0.035555555555555556,16,1.0,2.182254196642686,2.0,417,0.33111111111111113,149,0.9644444444444444,434,0.9577777777777777,431,1.0,450,0,2,431,17,0,0.0044444444444444444,0.9577777777777777,0.03777777777777778,0.0,0,0.03777777777777778,17,0.8888888888888888,400,0.8644444444444445,389,6000,0.0,0.8644444444444445,389,389,0,0,s1s3,450,0.9266666666666666,417
27.406666666666666,0.9,405,3.0987012987012985,3.0,0.9577777777777777,431,0.9396751740139211,0.9396751740139211,405,405,431,431,0.9506172839506173,385,405,0.987012987012987,380,385,0.8444444444444444,0.3688888888888889,166,0.011111111111111112,5,0.042222222222222223,19,1.0,2.0197530864197533,2.0,405,0.3688888888888889,166,0.9577777777777777,431,0.9444444444444444,425,1.0,450,0,5,425,20,0,0.011111111111111112,0.9444444444444444,0.044444444444444446,0.0,0,0.044444444444444446,20,0.8555555555555555,385,0.8444444444444444,380,8000,0.0,0.8444444444444444,380,380,0,0,s1s3,450,0.9,405
27.406666666666666,0.8911111111111111,401,2.764857881136951,3.0,0.9444444444444444,425,0.9411764705882353,0.9411764705882353,400,400,425,425,0.965,386,400,0.9740932642487047,376,386,0.8355555555555555,0.3888888888888889,175,0.015555555555555555,7,0.05555555555555555,25,1.0,1.9376558603491272,2.0,401,0.39111111111111113,176,0.9444444444444444,425,0.9644444444444444,434,1.0,450,0,2,434,14,0,0.0044444444444444444,0.9644444444444444,0.03111111111111111,0.0,0,0.03111111111111111,14,0.86,387,0.8355555555555556,376,10000,1.1102230246251565e-16,0.8355555555555556,376,376,0,0,s1s3,450,0.8911111111111111,401
27.406666666666666,0.8977777777777778,404,3.2037037037037037,3.0,0.9422222222222222,424,0.9504716981132075,0.9504716981132075,403,403,424,424,0.9354838709677419,377,403,1.0,377,377,0.8377777777777777,0.37777777777777777,170,0.02,9,0.057777777777777775,26,1.0,1.948019801980198,2.0,404,0.38,171,0.9422222222222222,424,0.94,423,1.0,450,0,1,423,26,0,0.0022222222222222222,0.94,0.057777777777777775,0.0,0,0.057777777777777775,26,0.84,378,0.8377777777777777,377,12000,0.0,0.8377777777777777,377,377,0,0,s1s3,450,0.8977777777777778,404
27.406666666666666,0.8911111111111111,401,3.2265625,3.0,0.9355555555555556,421,0.9501187648456056,0.9501187648456056,400,400,421,421,0.9575,383,400,0.9817232375979112,376,383,0.8355555555555555,0.38,171,0.022222222222222223,10,0.06444444444444444,29,1.0,1.9775561097256857,2.0,401,0.38222222222222224,172,0.9355555555555556,421,0.96,432,1.0,450,0,1,432,17,0,0.0022222222222222222,0.96,0.03777777777777778,0.0,0,0.03777777777777778,17,0.8533333333333334,384,0.8355555555555556,376,14000,1.1102230246251565e-16,0.8355555555555556,376,376,0,0,s1s3,450,0.8911111111111111,401
27.406666666666666,0.9111111111111111,410,3.0231958762886597,3.0,0.9444444444444444,425,0.9623529411764706,0.9623529411764706,409,409,425,425,0.9462102689486552,387,409,0.9896640826873385,383,387,0.8511111111111112,0.4066666666666667,183,0.017777777777777778,8,0.05555555555555555,25,1.0,1.8902439024390243,2.0,410,0.4088888888888889,184,0.9444444444444444,425,0.9511111111111111,428,1.0,450,0,0,428,22,0,0,0.9511111111111111,0.04888888888888889,0.0,0,0.04888888888888889,22,0.8622222222222222,388,0.8511111111111112,383,16000,0.0,0.8511111111111112,383,383,0,0,s1s3,450,0.9111111111111111,410
27.406666666666666,0.92,414,3.0050632911392405,3.0,0.94,423,0.9763593380614657,0.9763593380614657,413,413,423,423,0.9539951573849879,394,413,0.9847715736040609,388,394,0.862222222222222,0.41333333333333333,186,0.02,9,0.06,27,1.0,1.891304347826087,2.0,414,0.41555555555555557,187,0.94,423,0.9577777777777777,431,1.0,450,0,0,431,19,0,0,0.9577777777777777,0.042222222222222223,0.0,0,0.042222222222222223,19,0.8777777777777778,395,0.8622222222222222,388,18000,2.220446049250313e-16,0.8622222222222222,388,388,0,0,s1s3,450,0.92,414
27.406666666666666,0.9333333333333333,420,3.198492462311558,3.0,0.9466666666666667,426,0.9859154929577465,0.9859154929577465,420,420,426,426,0.9476190476190476,398,420,0.992462311557789,395,398,0.8777777777777779,0.48,216,0.017777777777777778,8,0.05333333333333334,24,1.0,1.7595238095238095,1.0,420,0.48,216,0.9466666666666667,426,0.9511111111111111,428,1.0,450,0,0,428,22,0,0,0.9511111111111111,0.04888888888888889,0.0,0,0.04888888888888889,22,0.8844444444444445,398,0.8777777777777778,395,20000,-1.1102230246251565e-16,0.8777777777777778,395,395,0,0,s1s3,450,0.9333333333333333,420
