avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_NO_STOP,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_NO_STOP,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
29.11111111111111,0.9925925925925926,134,3.3629032258064515,3.0,0.9925925925925926,134,1.0,1.0,134,134,134,134,0.9253731343283582,124,134,0.8709677419354839,108,124,0.8,0.5333333333333333,72,0.007407407407407408,1,0.007407407407407408,1,1.0,1.5522388059701493,1.0,134,0.5333333333333333,72,0.9925925925925926,134,0.9259259259259259,125,1.0,135,1,124,10,0.007407407407407408,0.9185185185185185,0.07407407407407407,0.0,0,0.07407407407407407,10,0.9185185185185185,124,0.8,108,2000,0.0,0.8,108,108,0,0,s1s3,135,0.9925925925925926,134
29.11111111111111,0.9851851851851852,133,3.6370967741935485,4.0,0.9851851851851852,133,1.0,1.0,133,133,133,133,0.9323308270676691,124,133,0.9838709677419355,122,124,0.9037037037037036,0.5555555555555556,75,0.007407407407407408,1,0.014814814814814815,2,1.0,1.5338345864661653,1.0,133,0.5555555555555556,75,0.9851851851851852,133,0.9333333333333333,126,1.0,135,0,126,9,0,0.9333333333333333,0.06666666666666667,0.0,0,0.06666666666666667,9,0.9185185185185185,124,0.9037037037037037,122,4000,1.1102230246251565e-16,0.9037037037037037,122,122,0,0,s1s3,135,0.9851851851851852,133
29.11111111111111,1.0,135,3.865079365079365,4.0,1.0,135,1.0,1.0,135,135,135,135,0.9333333333333333,126,135,0.9920634920634921,125,126,0.9259259259259259,0.6,81,0.0,0,0.0,0,1.0,1.4814814814814814,1.0,135,0.6,81,1.0,135,0.9333333333333333,126,1.0,135,0,126,9,0,0.9333333333333333,0.06666666666666667,0.0,0,0.06666666666666667,9,0.9333333333333333,126,0.9259259259259259,125,6000,0.0,0.9259259259259259,125,125,0,0,s1s3,135,1.0,135
29.11111111111111,1.0,135,3.9844961240310077,4.0,1.0,135,1.0,1.0,135,135,135,135,0.9555555555555556,129,135,0.9689922480620154,125,129,0.9259259259259259,0.5851851851851851,79,0.0,0,0.0,0,1.0,1.5407407407407407,1.0,135,0.5851851851851851,79,1.0,135,0.9555555555555556,129,1.0,135,0,129,6,0,0.9555555555555556,0.044444444444444446,0.0,0,0.044444444444444446,6,0.9555555555555556,129,0.9259259259259259,125,8000,0.0,0.9259259259259259,125,125,0,0,s1s3,135,1.0,135
29.11111111111111,1.0,135,3.9692307692307693,4.0,1.0,135,1.0,1.0,135,135,135,135,0.9629629629629629,130,135,0.9615384615384616,125,130,0.9259259259259259,0.5407407407407407,73,0.0,0,0.0,0,1.0,1.614814814814815,1.0,135,0.5407407407407407,73,1.0,135,0.9629629629629629,130,1.0,135,0,130,5,0,0.9629629629629629,0.037037037037037035,0.0,0,0.037037037037037035,5,0.9629629629629629,130,0.9259259259259259,125,10000,0.0,0.9259259259259259,125,125,0,0,s1s3,135,1.0,135
29.11111111111111,1.0,135,3.9461538461538463,4.0,1.0,135,1.0,1.0,135,135,135,135,0.9629629629629629,130,135,0.9692307692307692,126,130,0.9333333333333332,0.5111111111111111,69,0.0,0,0.0,0,1.0,1.637037037037037,1.0,135,0.5111111111111111,69,1.0,135,0.9629629629629629,130,1.0,135,0,130,5,0,0.9629629629629629,0.037037037037037035,0.0,0,0.037037037037037035,5,0.9629629629629629,130,0.9333333333333333,126,12000,1.1102230246251565e-16,0.9333333333333333,126,126,0,0,s1s3,135,1.0,135
29.11111111111111,1.0,135,4.125,4.0,1.0,135,1.0,1.0,135,135,135,135,0.9481481481481482,128,135,1.0,128,128,0.9481481481481482,0.5481481481481482,74,0.0,0,0.0,0,1.0,1.5925925925925926,1.0,135,0.5481481481481482,74,1.0,135,0.9481481481481482,128,1.0,135,0,128,7,0,0.9481481481481482,0.05185185185185185,0.0,0,0.05185185185185185,7,0.9481481481481482,128,0.9481481481481482,128,14000,0.0,0.9481481481481482,128,128,0,0,s1s3,135,1.0,135
29.11111111111111,1.0,135,3.984848484848485,4.0,1.0,135,1.0,1.0,135,135,135,135,0.9777777777777777,132,135,0.9696969696969697,128,132,0.9481481481481482,0.5407407407407407,73,0.0,0,0.0,0,1.0,1.614814814814815,1.0,135,0.5407407407407407,73,1.0,135,0.9777777777777777,132,1.0,135,0,132,3,0,0.9777777777777777,0.022222222222222223,0.0,0,0.022222222222222223,3,0.9777777777777777,132,0.9481481481481482,128,16000,0.0,0.9481481481481482,128,128,0,0,s1s3,135,1.0,135
29.11111111111111,1.0,135,3.813953488372093,4.0,1.0,135,1.0,1.0,135,135,135,135,0.9555555555555556,129,135,0.9922480620155039,128,129,0.9481481481481482,0.4962962962962963,67,0.0,0,0.0,0,1.0,1.6962962962962962,2.0,135,0.4962962962962963,67,1.0,135,0.9555555555555556,129,1.0,135,0,129,6,0,0.9555555555555556,0.044444444444444446,0.0,0,0.044444444444444446,6,0.9555555555555556,129,0.9481481481481482,128,18000,0.0,0.9481481481481482,128,128,0,0,s1s3,135,1.0,135
29.11111111111111,1.0,135,4.421052631578948,4.0,1.0,135,1.0,1.0,135,135,135,135,0.9851851851851852,133,135,0.9624060150375939,128,133,0.9481481481481481,0.5555555555555556,75,0.0,0,0.0,0,1.0,1.5777777777777777,1.0,135,0.5555555555555556,75,1.0,135,0.9851851851851852,133,1.0,135,0,133,2,0,0.9851851851851852,0.014814814814814815,0.0,0,0.014814814814814815,2,0.9851851851851852,133,0.9481481481481482,128,20000,1.1102230246251565e-16,0.9481481481481482,128,128,0,0,s1s3,135,1.0,135
